transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T2240580,2023-10-12T21:31:20.732950,ACC207904,ACC503006,712.97,deposit,entertainment,Tokyo,mobile,False,,5818.244213935278,-0.17,1,0.83,wire_transfer,100.249.53.158,D5644508
T2240586,2023-08-08T13:36:44.209067,ACC384808,ACC361242,18.45,transfer,retail,Toronto,mobile,False,,-2084.4441679619445,1.48,7,0.62,card,28.192.200.189,D2314324
T2240593,2023-07-22T22:00:54.713870,ACC921958,ACC697897,736.46,deposit,retail,Singapore,web,False,,455.73507329638886,1.83,18,0.34,ACH,230.82.248.129,D7563705
T2240667,2023-06-10T06:37:29.324860,ACC334588,ACC982173,6.41,payment,other,New York,atm,False,,2170.7672487625,0.74,12,0.7,ACH,171.45.199.162,D5487320
T2240673,2023-09-13T21:10:02.002830,ACC624477,ACC378470,1147.68,deposit,grocery,New York,atm,False,,4567.438371249445,0.09,12,0.07,UPI,189.182.12.228,D1496370
T2240691,2023-02-23T10:49:56.144256,ACC728908,ACC800160,1599.06,deposit,travel,Tokyo,web,False,,-4781.557789233889,-0.88,3,0.46,UPI,176.97.136.26,D1077374
T2240767,2023-10-18T02:06:06.432415,ACC499505,ACC611512,31.09,payment,other,Berlin,pos,True,card_not_present,2807.6401975022222,0.58,10,0.25,card,198.65.87.7,D3362310
T2240844,2023-09-01T14:29:33.393276,ACC394718,ACC810308,99.54,payment,restaurant,Tokyo,atm,False,,1409.358759446111,-0.39,1,0.91,UPI,94.24.137.216,D8375685
T2240900,2023-12-07T01:44:26.231775,ACC716897,ACC619967,44.79,transfer,retail,New York,web,False,,7016.320015031666,1.46,6,0.05,card,238.47.141.224,D4692438
T2240988,2023-07-02T21:46:28.671599,ACC654373,ACC665160,14.53,transfer,retail,New York,mobile,True,card_not_present,-3897.9250015669445,0.13,10,0.11,ACH,154.21.20.76,D4272613
T2241036,2023-12-31T14:01:22.413568,ACC736954,ACC933029,599.56,deposit,utilities,New York,pos,False,,1226.3651562849998,0.36,19,0.81,card,186.201.116.89,D7692077
T2241043,2023-12-01T08:09:48.091159,ACC360834,ACC365111,382.12,deposit,entertainment,New York,atm,False,,5771.1228660825,0.66,11,0.86,card,64.112.166.172,D9639227
T2241101,2023-09-21T13:37:02.635980,ACC350283,ACC515143,19.42,transfer,restaurant,Tokyo,mobile,False,,3372.7438954316663,-1.02,2,0.78,card,72.53.91.150,D5221052
T2241111,2023-06-03T06:34:25.410696,ACC802351,ACC495157,31.03,transfer,entertainment,Dubai,pos,False,,-4650.743289354445,0.02,1,0.64,card,0.57.31.179,D5593459
T2241124,2023-01-15T02:53:25.376663,ACC738944,ACC561365,14.09,transfer,grocery,Tokyo,web,False,,-290.9133664813889,-0.23,11,0.1,wire_transfer,62.245.132.242,D4752063
T2241269,2023-11-09T02:45:02.165757,ACC163077,ACC322157,0.01,deposit,restaurant,Berlin,web,False,,5480.198999599999,-0.78,15,0.76,ACH,240.142.9.235,D1709240
T2241270,2023-11-24T08:22:48.131282,ACC955252,ACC899235,77.26,payment,retail,Tokyo,atm,False,,2911.6095721572224,-0.1,15,0.53,wire_transfer,167.91.206.22,D7223487
T2241351,2023-03-27T17:03:21.583221,ACC391342,ACC525758,10.41,transfer,other,London,mobile,False,,-6630.73462122,-1.81,20,0.97,ACH,196.195.53.108,D7696405
T2241356,2023-02-23T11:17:08.446263,ACC305650,ACC308585,809.95,deposit,entertainment,Berlin,atm,False,,-2220.4734492691664,-0.75,14,0.3,UPI,132.6.174.176,D6455557
T2241423,2023-05-29T10:47:08.861801,ACC843783,ACC310262,4.17,transfer,entertainment,Toronto,atm,False,,,-0.81,16,0.82,UPI,156.188.76.174,D8355560
T2241443,2023-01-12T20:15:57.382706,ACC954198,ACC478760,434.77,withdrawal,online,Tokyo,web,False,,-472.40553657749996,0.88,10,0.12,UPI,189.53.209.124,D9772448
T2241478,2023-11-18T03:06:31.509696,ACC295595,ACC753568,44.35,transfer,other,Tokyo,mobile,False,,4490.099581217778,0.14,13,0.46,card,182.124.200.146,D5336489
T2241507,2023-04-16T14:07:03.503938,ACC277792,ACC418377,19.47,payment,retail,Toronto,atm,False,,-2436.9405740230554,0.6,15,0.56,card,68.66.63.146,D3688229
T2241551,2023-06-27T13:46:09.492288,ACC343229,ACC387580,26.98,transfer,other,Singapore,pos,False,,-1238.9071059027776,0.56,20,0.4,wire_transfer,222.32.137.176,D8609206
T2241567,2023-04-28T06:46:07.804047,ACC738944,ACC734188,250.82,withdrawal,retail,Dubai,web,False,,2475.8784520511113,-1.04,10,0.26,ACH,54.107.214.224,D7627498
T2241575,2023-12-28T18:14:03.057589,ACC924761,ACC800158,152.08,transfer,restaurant,Berlin,mobile,False,,,0.4,3,0.0,card,47.156.108.195,D9862761
T2241611,2023-04-08T02:33:44.962619,ACC301353,ACC354176,8.74,transfer,other,Tokyo,pos,False,,725.2044715794445,-1.56,8,0.93,UPI,129.143.129.72,D7085260
T2241668,2023-08-19T16:00:36.150171,ACC955226,ACC255587,22.78,transfer,online,Berlin,web,False,,2769.587708286389,1.6,9,0.22,ACH,141.88.193.105,D3446938
T2241669,2023-05-24T05:57:16.448098,ACC812938,ACC848517,716.03,deposit,other,Sydney,web,False,,1797.8583835275,0.97,18,0.84,UPI,146.38.123.100,D1603285
T2241671,2023-07-10T10:16:50.968765,ACC688240,ACC592177,31.37,transfer,online,Toronto,atm,False,,-2807.9113554933333,0.51,9,0.88,UPI,148.201.220.44,D7256648
T2241718,2023-10-28T06:49:02.326027,ACC525728,ACC224043,1238.73,deposit,grocery,Singapore,atm,False,,-387.8885953766666,-0.39,5,0.7,card,186.74.11.4,D4660643
T2241747,2023-10-20T06:34:47.211834,ACC945002,ACC574936,28.12,transfer,retail,London,web,False,,5999.8896628716675,0.7,10,0.12,ACH,170.159.200.58,D9118387
T2241769,2023-06-14T01:28:24.885898,ACC538887,ACC872584,1499.22,deposit,entertainment,Berlin,atm,False,,-540.4133330661111,0.49,2,0.54,ACH,51.27.226.1,D2515117
T2241770,2023-02-17T19:39:57.298523,ACC563467,ACC448927,458.76,withdrawal,restaurant,London,pos,False,,-7555.213185012778,1.04,10,0.41,wire_transfer,172.47.53.229,D5762813
T2241808,2023-02-22T19:36:49.194172,ACC895735,ACC655926,12.15,transfer,restaurant,London,mobile,False,,-1659.1854945636112,-0.54,1,0.5,wire_transfer,77.4.56.249,D2863663
T2241809,2023-05-25T21:33:48.673576,ACC296254,ACC219518,21.81,payment,restaurant,Toronto,pos,False,,-979.826819281111,-0.38,15,0.17,UPI,104.166.204.85,D4096491
T2241819,2023-02-17T21:42:30.395517,ACC581497,ACC995471,1129.76,deposit,travel,New York,mobile,False,,-3349.648303133056,0.43,18,0.64,wire_transfer,224.236.157.103,D1132163
T2241903,2023-09-30T17:23:03.245255,ACC503842,ACC959137,996.11,deposit,online,Sydney,mobile,False,,1604.2123408633333,-0.39,1,0.01,UPI,189.134.125.184,D2970612
T2241928,2023-11-27T19:50:45.616740,ACC562585,ACC680352,241.92,withdrawal,grocery,Sydney,mobile,False,,2404.7377548844447,0.51,9,0.61,ACH,40.16.27.98,D9414517
T2241960,2023-06-28T11:59:55.116393,ACC254009,ACC139900,693.93,withdrawal,grocery,Toronto,mobile,False,,-2649.9740043888887,-0.26,13,0.7,wire_transfer,186.249.178.223,D5588154
T2241975,2023-01-06T22:59:23.412985,ACC749727,ACC850998,431.2,withdrawal,retail,Berlin,web,False,,-7039.8337803075,0.5,8,0.41,card,99.31.66.223,D7259824
T2241981,2023-06-25T23:28:00.752509,ACC379481,ACC929145,14.52,transfer,retail,Toronto,web,False,,3112.3818882375,-0.58,15,0.07,UPI,211.88.22.186,D4918309
T2242018,2023-04-22T17:55:33.681141,ACC844707,ACC835949,505.35,withdrawal,utilities,Toronto,atm,False,,-5256.275800478056,2.14,11,0.87,ACH,201.93.1.226,D6517687
T2242061,2023-03-25T03:23:11.373829,ACC647941,ACC123433,4.43,transfer,restaurant,Toronto,pos,False,,-5370.772810703611,-1.98,10,0.42,UPI,100.155.124.132,D2898585
T2242243,2023-06-17T03:45:46.141919,ACC190856,ACC379929,2.73,payment,entertainment,Tokyo,web,False,,-393.8911208677778,-0.11,9,0.47,card,20.95.94.191,D7823514
T2242245,2023-03-28T09:28:52.794101,ACC206908,ACC209812,48.01,transfer,restaurant,Dubai,pos,False,,-6245.527794469166,-0.02,14,0.24,UPI,61.252.31.155,D3580349
T2242262,2023-06-14T18:35:32.812850,ACC556199,ACC388169,221.58,withdrawal,utilities,Singapore,atm,False,,-3934.8372189663887,-1.35,8,0.47,UPI,137.238.217.163,D3867297
T2242386,2023-06-16T03:02:24.033971,ACC464132,ACC467436,145.8,payment,retail,Berlin,pos,False,,748.1656909855556,0.1,4,0.76,card,70.188.106.212,D3356210
T2242582,2023-11-01T01:30:58.170801,ACC947738,ACC460307,194.34,withdrawal,travel,London,pos,False,,3804.0171651952774,-0.25,18,0.41,card,28.116.152.241,D6591631
T2242711,2023-06-29T19:17:19.193413,ACC279169,ACC834346,51.48,payment,travel,New York,atm,False,,-3430.6789190980553,-0.07,1,0.5,UPI,79.42.85.219,D3768776
T2242719,2023-05-21T20:01:21.338299,ACC517931,ACC576652,299.32,withdrawal,restaurant,Tokyo,mobile,False,,2987.427128138611,-0.84,6,0.71,wire_transfer,238.101.35.177,D7855196
T2242722,2023-05-02T18:47:06.930907,ACC828728,ACC318485,874.62,deposit,other,Toronto,mobile,False,,137.74678487,1.0,4,0.05,ACH,182.38.224.187,D4679917
T2242783,2023-07-08T15:48:51.470822,ACC391957,ACC348269,19.03,transfer,grocery,Tokyo,web,False,,-1004.4632638730556,-0.34,2,0.89,UPI,182.129.214.239,D2657703
T2242789,2023-10-26T14:47:48.011027,ACC380157,ACC895052,105.68,payment,grocery,Singapore,mobile,False,,3025.121606057222,-1.03,18,0.7,UPI,153.226.220.154,D2719751
T2242791,2023-06-29T17:45:26.106237,ACC386631,ACC632987,1415.8,deposit,grocery,Toronto,mobile,False,,-1849.2018431525,0.48,11,0.83,card,33.158.57.18,D2749360
T2242795,2023-05-18T00:23:08.917964,ACC248238,ACC414557,788.14,deposit,utilities,New York,atm,False,,,1.05,14,0.56,UPI,68.201.27.121,D8065507
T2242839,2023-08-24T21:38:40.570353,ACC227931,ACC936334,855.98,deposit,restaurant,Dubai,atm,False,,-1119.0778772605556,-0.3,6,0.28,UPI,13.234.78.56,D9611311
T2242916,2023-10-25T08:18:54.009675,ACC282551,ACC423293,66.16,payment,utilities,Dubai,pos,False,,,-0.24,2,0.72,card,52.188.50.120,D4462573
T2242917,2023-05-03T07:48:29.558386,ACC287606,ACC640481,127.68,payment,restaurant,Tokyo,pos,False,,-1746.1738175408332,0.02,9,0.05,card,238.36.248.181,D4037039
T2243042,2023-05-22T07:00:25.986531,ACC790415,ACC309453,376.09,withdrawal,other,Toronto,pos,False,,2187.839415339722,0.94,18,0.51,card,219.51.4.9,D3907217
T2243122,2023-12-20T15:12:18.455042,ACC692879,ACC489599,489.19,withdrawal,utilities,Tokyo,atm,False,,2214.983802685278,-1.16,6,0.96,ACH,28.107.89.203,D3954901
T2243128,2023-10-20T07:54:35.375558,ACC566188,ACC275874,128.28,payment,other,New York,atm,False,,4897.034705596667,-0.02,17,0.89,UPI,100.8.156.151,D4569289
T2243184,2023-02-05T04:06:55.899520,ACC650636,ACC254856,59.16,transfer,restaurant,Toronto,web,True,card_not_present,-3364.2443546519444,0.24,18,0.58,ACH,139.147.54.246,D5876133
T2243247,2023-03-21T10:22:15.547451,ACC346862,ACC597383,103.87,withdrawal,other,Berlin,pos,False,,314.82833249333333,0.85,13,0.8,wire_transfer,54.139.41.57,D8642501
T2243285,2023-10-22T01:51:39.328537,ACC218513,ACC203993,125.68,withdrawal,travel,Toronto,web,False,,1010.9756146711111,-0.83,16,0.86,ACH,33.169.153.131,D5750906
T2243286,2023-10-23T20:48:36.944325,ACC626631,ACC976769,7.43,transfer,retail,Dubai,atm,False,,2391.943019841389,-2.44,4,0.08,UPI,166.176.213.23,D9104132
T2243354,2023-04-12T17:04:51.717438,ACC721731,ACC793800,11.81,transfer,travel,London,atm,False,,-5938.9331662155555,-0.74,5,0.31,UPI,8.123.14.104,D5134280
T2243455,2023-08-21T02:33:23.473119,ACC824336,ACC287784,237.34,withdrawal,travel,Tokyo,mobile,False,,-656.4347580819446,0.11,4,0.63,wire_transfer,217.8.80.53,D5990789
T2243479,2023-05-03T09:52:46.250089,ACC695332,ACC626160,240.09,payment,retail,Singapore,web,False,,497.8075286133333,0.01,2,0.34,UPI,135.59.57.21,D8923971
T2243511,2023-06-08T17:22:16.777362,ACC209787,ACC242865,10.14,transfer,restaurant,Tokyo,mobile,False,,3213.5132402894446,-0.23,7,0.55,wire_transfer,135.167.118.173,D5682697
T2243528,2023-11-15T12:12:42.617464,ACC444604,ACC933424,818.92,withdrawal,utilities,New York,atm,False,,-887.9811866369445,0.48,17,0.7,ACH,144.26.103.219,D4430945
T2243544,2023-03-27T18:00:59.713103,ACC557269,ACC424256,460.89,withdrawal,online,Tokyo,atm,False,,-3431.6737255472226,-0.45,1,0.65,ACH,133.85.5.59,D8527840
T2243559,2023-12-20T17:36:15.392958,ACC481661,ACC934845,348.83,withdrawal,other,Berlin,atm,False,,6223.138584130834,-2.09,5,0.57,wire_transfer,127.224.255.166,D5215796
T2243606,2023-06-26T14:15:35.853873,ACC451677,ACC169013,265.63,deposit,grocery,London,pos,False,,-1167.9235096124999,0.48,9,0.87,ACH,64.211.15.133,D7125332
T2243647,2023-07-31T18:55:11.993575,ACC398858,ACC592553,30.63,payment,other,Sydney,pos,False,,-679.664696566111,0.1,12,0.88,card,3.29.160.153,D2470802
T2243681,2023-08-31T08:52:42.609288,ACC151368,ACC122286,942.07,deposit,online,Singapore,web,False,,5634.579855038333,-1.14,17,0.85,UPI,181.251.199.119,D3292369
T2243712,2023-10-04T17:56:30.640327,ACC171702,ACC411736,12.16,transfer,entertainment,Berlin,web,False,,,0.59,9,0.62,card,61.96.17.19,D4877385
T2243763,2023-06-03T19:27:27.903356,ACC807095,ACC551995,447.34,withdrawal,other,Dubai,atm,False,,-770.2765381886112,0.04,12,0.9,UPI,171.104.103.129,D1074717
T2243773,2023-03-22T19:42:04.442613,ACC911245,ACC255434,111.09,withdrawal,grocery,Toronto,atm,False,,-5851.094463532778,-0.41,4,0.12,card,104.114.74.50,D3653863
T2243796,2023-12-22T14:19:32.762583,ACC672991,ACC854965,242.02,deposit,online,Dubai,pos,False,,7047.173474710833,-0.37,2,0.26,wire_transfer,250.13.133.118,D3060010
T2243812,2023-04-23T03:25:46.390806,ACC721451,ACC765005,75.0,payment,grocery,Singapore,mobile,True,card_not_present,-4521.016883888611,-0.5,16,0.32,wire_transfer,253.105.67.217,D2515489
T2243845,2023-04-30T07:26:43.480154,ACC311106,ACC365020,441.61,payment,restaurant,Toronto,pos,True,card_not_present,833.5191084936112,-0.44,11,0.81,card,32.86.17.51,D6927566
T2243846,2023-06-27T09:42:31.337768,ACC225484,ACC438274,5.86,payment,travel,Toronto,pos,False,,289.93493866222224,0.59,19,0.81,card,103.195.38.50,D7265177
T2243980,2023-12-15T03:25:56.075268,ACC779461,ACC611023,198.54,payment,entertainment,London,atm,False,,3277.411260454167,-1.55,15,0.04,ACH,109.153.135.24,D3673283
T2244009,2023-09-18T02:34:40.893658,ACC710404,ACC362717,50.25,payment,utilities,Dubai,pos,False,,2108.468499828611,-1.95,16,0.31,ACH,103.4.64.59,D8019783
T2244092,2023-10-17T12:50:42.106919,ACC436823,ACC590081,143.31,payment,retail,Toronto,mobile,False,,,0.01,18,0.13,wire_transfer,2.187.188.90,D7439357
T2244097,2023-08-14T10:33:28.800579,ACC501308,ACC871520,310.18,withdrawal,other,Sydney,pos,False,,,1.12,9,0.22,card,181.42.168.161,D9479429
T2244138,2023-04-10T23:33:39.887828,ACC375957,ACC144423,572.66,withdrawal,restaurant,New York,web,False,,-1693.6629005233333,-0.38,3,0.32,card,111.255.99.225,D3481808
T2244149,2023-11-27T16:06:33.272498,ACC770744,ACC721205,21.58,payment,entertainment,Sydney,mobile,True,card_not_present,-312.96620039944446,1.93,4,0.39,card,179.175.38.121,D4829510
T2244173,2023-11-09T00:16:17.189635,ACC929199,ACC134969,19.74,transfer,online,London,atm,False,,1238.2198570727776,-0.7,9,0.55,ACH,101.230.65.251,D4341156
T2244215,2023-09-04T21:47:52.756298,ACC578364,ACC132144,27.57,payment,retail,New York,mobile,False,,3790.001288093333,-0.81,8,0.82,UPI,196.185.242.229,D8690781
T2244337,2023-08-23T01:08:39.990520,ACC907668,ACC615114,881.36,deposit,entertainment,Berlin,atm,False,,1920.8961968869444,-0.65,1,0.52,wire_transfer,103.245.160.232,D4551414
T2244396,2023-12-22T05:35:17.684916,ACC693754,ACC346676,345.7,withdrawal,other,Tokyo,pos,False,,7159.088597183333,-1.09,20,0.05,ACH,138.236.228.215,D4721042
T2244417,2023-10-10T15:13:23.337392,ACC618453,ACC816603,46.07,withdrawal,restaurant,Tokyo,web,False,,3771.8330102116665,0.27,16,0.52,card,185.133.96.19,D5961233
T2244438,2023-06-08T01:38:25.525520,ACC310396,ACC449301,143.93,payment,restaurant,Dubai,mobile,False,,-3645.2554034569444,-0.59,10,0.56,UPI,21.181.84.188,D3545764
T2244495,2023-12-02T08:17:22.002623,ACC408584,ACC654753,1246.84,deposit,restaurant,Berlin,mobile,False,,304.3711415216667,-1.64,6,0.75,card,174.71.221.147,D5930977
T2244522,2023-04-21T02:02:48.265389,ACC795259,ACC421421,1116.72,deposit,online,Tokyo,web,False,,,-0.45,6,0.33,wire_transfer,216.82.37.183,D6216909
T2244643,2023-05-14T08:28:07.836386,ACC704974,ACC869783,566.49,withdrawal,other,New York,pos,False,,,-1.65,5,0.11,ACH,212.152.83.233,D5876508
T2244676,2023-12-08T04:48:33.458000,ACC880625,ACC438385,335.16,deposit,utilities,New York,atm,False,,-195.36138326027776,1.08,16,0.59,ACH,119.100.214.251,D6105376
T2244715,2023-10-31T19:35:35.900668,ACC820650,ACC601341,13.86,transfer,online,Singapore,atm,False,,3394.5329886241666,0.17,5,0.82,ACH,254.14.28.73,D9339130
T2244768,2023-10-28T20:56:32.634003,ACC551136,ACC533594,590.61,deposit,travel,Toronto,mobile,False,,6842.724290994167,-0.41,17,0.52,card,134.134.217.33,D4032494
T2244772,2023-08-15T18:05:42.574700,ACC868227,ACC794246,1354.66,deposit,online,Berlin,web,False,,2155.4237130416664,-0.49,17,0.86,card,91.70.182.198,D6226995
T2244796,2023-03-22T21:02:48.068690,ACC569281,ACC955214,99.97,payment,retail,New York,pos,False,,925.4956891580556,-1.28,5,0.11,UPI,210.133.50.161,D2584987
T2244889,2023-05-29T11:45:37.217816,ACC816221,ACC735483,42.51,transfer,utilities,Sydney,web,False,,-2857.5214006341666,0.36,15,0.35,ACH,247.82.45.213,D8289362
T2244985,2023-04-04T04:33:35.834094,ACC539199,ACC663372,390.41,withdrawal,utilities,Dubai,atm,False,,-3444.744051336667,-0.67,9,0.98,ACH,238.227.88.183,D4057910
T2244988,2023-03-22T08:56:04.915348,ACC685478,ACC100940,17.63,payment,retail,Berlin,mobile,False,,-6835.611064568889,-1.66,1,0.38,ACH,217.169.63.35,D9575307
T2245030,2023-04-19T04:45:33.891312,ACC567523,ACC716345,131.21,withdrawal,grocery,Singapore,mobile,False,,-471.23218956222223,0.81,20,0.56,card,144.123.23.98,D4189944
T2245114,2023-12-31T18:34:10.080835,ACC530849,ACC863176,24.99,transfer,grocery,London,web,False,,5529.275188534167,0.91,9,0.43,card,223.220.45.142,D9663293
T2245179,2023-02-06T12:09:52.045749,ACC674067,ACC934943,54.96,payment,online,Tokyo,mobile,False,,714.5878421022222,1.36,3,0.63,ACH,239.179.237.42,D4758365
T2245231,2023-07-06T16:14:02.049998,ACC175872,ACC593324,266.04,withdrawal,retail,Berlin,mobile,False,,418.3787801238889,1.13,9,0.21,card,181.36.255.181,D4575633
T2245315,2023-08-28T16:55:23.455139,ACC368632,ACC947787,245.79,withdrawal,retail,Toronto,pos,False,,1528.9611673802779,0.13,13,0.64,card,184.125.20.179,D6269730
T2245316,2023-09-25T04:40:28.889364,ACC435189,ACC391733,690.64,deposit,other,Dubai,web,False,,6016.974459487223,0.25,7,0.62,card,150.226.128.173,D3250325
T2245333,2023-01-17T07:57:55.500536,ACC783102,ACC700690,1197.41,deposit,other,New York,web,False,,-6703.117449885278,-0.68,7,0.21,card,106.191.77.234,D2139145
T2245419,2023-03-06T16:42:57.860489,ACC428313,ACC725026,67.41,transfer,online,London,mobile,False,,368.17599191777776,-0.96,11,0.15,wire_transfer,225.132.234.3,D5460184
T2245432,2023-07-23T09:18:22.468547,ACC502824,ACC640319,8.02,transfer,grocery,Toronto,web,False,,-553.8218896158334,0.52,17,0.75,UPI,10.4.198.225,D1882853
T2245443,2023-08-15T01:10:52.966842,ACC542466,ACC166451,310.47,withdrawal,utilities,Singapore,pos,False,,-443.2884693747222,-1.39,16,0.75,wire_transfer,144.212.2.117,D4001187
T2245499,2023-09-28T00:37:29.388140,ACC134800,ACC393637,24.46,transfer,utilities,Berlin,pos,False,,1838.840564619722,0.19,17,0.8,card,37.145.237.53,D5678668
T2245613,2023-03-21T10:29:16.091854,ACC361363,ACC523373,195.02,withdrawal,utilities,Dubai,mobile,False,,-131.16716381166668,-0.09,7,0.18,UPI,213.237.185.100,D8199392
T2245615,2023-10-16T23:16:20.366800,ACC302648,ACC413991,510.08,withdrawal,utilities,Toronto,atm,False,,,-0.51,17,0.85,wire_transfer,63.41.188.209,D2737761
T2245740,2023-08-28T13:44:49.696419,ACC971115,ACC719689,412.5,deposit,online,Dubai,mobile,False,,3705.40995658,-0.83,3,0.92,card,230.107.243.248,D4453179
T2245790,2023-07-12T21:09:15.743468,ACC998669,ACC521053,0.01,withdrawal,grocery,Singapore,pos,False,,-1050.0902217941666,-0.78,2,0.33,UPI,112.125.81.156,D9525468
T2245843,2023-10-29T02:03:33.960935,ACC394680,ACC557765,26.42,transfer,other,London,mobile,False,,121.59940447444444,-0.04,13,0.78,card,177.41.109.173,D7855977
T2245898,2023-07-10T10:04:09.179051,ACC706436,ACC816128,33.76,transfer,travel,Sydney,pos,False,,-1028.1959640711111,1.26,13,0.72,ACH,204.251.245.185,D4563014
T2245904,2023-08-25T08:44:12.270597,ACC160962,ACC550851,11.69,transfer,entertainment,Singapore,mobile,False,,4590.047437711666,-1.11,2,0.44,UPI,35.103.179.178,D3757808
T2245972,2023-11-20T02:23:00.901515,ACC418413,ACC233813,41.85,transfer,utilities,Dubai,mobile,False,,1556.133514075,-2.1,9,0.74,card,182.182.173.131,D5839510
T2245973,2023-08-22T00:40:58.223729,ACC944899,ACC649738,22.67,transfer,retail,Tokyo,pos,False,,2600.6739072322225,-0.58,17,0.18,card,170.179.130.43,D8330816
T2246010,2023-04-13T14:27:16.647205,ACC921621,ACC547647,43.14,transfer,restaurant,New York,web,False,,,0.52,11,0.85,wire_transfer,172.8.240.212,D6916308
T2246088,2023-09-28T09:48:40.577421,ACC563921,ACC413576,260.56,withdrawal,utilities,Toronto,atm,False,,5514.676912843333,0.49,6,0.1,card,44.136.43.57,D5644058
T2246091,2023-02-07T11:55:13.498248,ACC672254,ACC930853,259.97,payment,grocery,New York,pos,False,,-925.5045905819445,-0.77,9,0.23,ACH,17.203.79.163,D5991415
T2246093,2023-07-25T14:42:19.103124,ACC971424,ACC425121,1025.72,deposit,grocery,New York,pos,False,,4825.138606374722,-1.71,3,0.77,UPI,247.44.189.178,D2563921
T2246159,2023-07-15T18:39:21.485454,ACC816435,ACC621321,38.59,payment,travel,New York,pos,False,,-3363.0658180249998,0.93,18,0.05,card,53.137.133.46,D6333090
T2246163,2023-07-21T14:50:09.994532,ACC448172,ACC313575,10.41,transfer,restaurant,Tokyo,atm,False,,-55.93320746805555,1.61,17,0.08,wire_transfer,8.189.192.111,D7829642
T2246182,2023-02-04T12:07:42.190140,ACC548947,ACC645596,17.68,payment,grocery,Singapore,web,False,,-6893.006327938889,0.07,15,0.89,ACH,78.250.159.63,D4909460
T2246198,2023-06-16T13:53:48.819113,ACC910409,ACC655305,1811.35,deposit,restaurant,Sydney,web,False,,-204.91202467583332,0.64,1,0.22,UPI,129.150.91.242,D9822761
T2246289,2023-09-01T16:19:22.761413,ACC863485,ACC705587,482.55,deposit,travel,Berlin,mobile,False,,-2046.6912065208332,-1.53,16,0.97,card,106.140.203.153,D3396969
T2246297,2023-10-20T00:17:53.270232,ACC244897,ACC615323,592.62,withdrawal,utilities,London,atm,True,card_not_present,6167.874130454445,1.38,20,0.87,card,144.247.96.122,D9384489
T2246326,2023-09-12T06:34:28.097379,ACC892138,ACC688364,711.49,withdrawal,online,Tokyo,mobile,False,,,0.37,11,0.25,card,173.98.203.244,D3047408
T2246356,2023-04-28T09:41:54.711876,ACC856485,ACC182401,47.58,transfer,utilities,New York,atm,False,,,-0.27,6,0.62,ACH,144.83.41.156,D3983313
T2246369,2023-05-09T12:37:35.702180,ACC845390,ACC103308,36.71,payment,entertainment,New York,pos,False,,,0.16,17,0.24,wire_transfer,173.167.246.241,D5120447
T2246398,2023-03-01T08:57:14.806386,ACC959209,ACC998853,10.68,payment,online,London,web,False,,-1498.9941388186112,2.12,4,0.09,card,11.75.84.150,D6561761
T2246443,2023-01-04T10:42:18.086263,ACC672909,ACC117047,1402.06,deposit,retail,Berlin,atm,False,,-3418.757484905,-1.29,5,0.95,card,186.115.28.126,D1623937
T2246474,2023-01-20T21:22:26.416166,ACC947088,ACC810307,174.85,withdrawal,retail,Toronto,pos,False,,-5371.432635876944,-0.23,10,0.68,wire_transfer,77.166.9.14,D5569078
T2246476,2023-11-23T07:07:16.066528,ACC765342,ACC212453,18.62,transfer,restaurant,Tokyo,pos,False,,7090.8255700866675,-0.75,15,0.02,card,119.38.197.41,D6251574
T2246477,2023-08-24T07:32:56.206784,ACC446224,ACC648320,79.91,payment,other,Sydney,mobile,False,,2439.6983297805555,-0.67,2,0.38,UPI,253.149.96.122,D6090403
T2246501,2023-06-18T02:22:02.244931,ACC650593,ACC387416,11.99,transfer,entertainment,Tokyo,pos,False,,-2841.006306793889,1.17,20,0.24,wire_transfer,138.153.70.26,D3989312
T2246530,2023-08-06T12:45:50.074482,ACC176837,ACC394722,402.28,withdrawal,grocery,Dubai,mobile,False,,-1121.775210681111,-1.36,18,0.49,UPI,13.55.196.163,D2491230
T2246558,2023-03-07T12:57:11.128629,ACC522013,ACC161355,149.22,payment,entertainment,Tokyo,atm,False,,-2235.6512153805556,1.65,13,0.01,UPI,255.137.201.77,D8682385
T2246589,2023-01-07T11:49:18.411780,ACC171840,ACC371121,43.53,payment,travel,Dubai,pos,False,,-5550.208607493056,-0.09,7,0.17,wire_transfer,46.207.225.56,D9419467
T2246592,2023-08-28T18:58:04.638353,ACC867549,ACC770613,130.11,payment,grocery,New York,pos,False,,-1244.0551665727778,0.41,11,0.27,card,68.139.228.153,D1054638
T2246683,2023-09-04T10:49:06.083499,ACC762165,ACC382783,90.01,payment,utilities,New York,web,False,,608.1847279555554,-0.1,18,0.6,UPI,73.55.31.0,D3188268
T2246702,2023-10-24T01:21:46.573075,ACC195774,ACC211791,40.53,payment,entertainment,London,web,False,,,-1.29,13,0.77,card,69.230.85.197,D5558003
T2246722,2023-10-12T02:19:52.655103,ACC683080,ACC198461,16.18,transfer,travel,Dubai,mobile,False,,-978.1460697963889,-0.05,17,0.99,UPI,49.51.62.0,D7985025
