account_idx,account_id,archetype,is_business,business_hours,city,country,kyc_level,open_ts,account_age_days,dormant,baseline_out_per_day,baseline_amount_median,baseline_amount_sigma,night_ratio,monthly_income,popularity,employer_idx,salary_amount,salary_day,is_laundering,laundering_role,laundering_patterns,n_laundering_episodes,in_benign_lookalike
778,ACC000778,salary,False,False,Jaipur,IN,min,1401321600,3870,False,0.3631,1643.6,0.921,0.0476,141105.93,0.7465,90,134827.01,4,0,,,0,1
779,ACC000779,small_business,True,True,Hyderabad,IN,min,1668124800,782,False,2.1657,2823.94,1.393,0.0753,578391.57,6.6785,-1,0.0,0,0,,,0,1
780,ACC000780,student,False,False,Chennai,IN,full,1464652800,3137,False,0.2105,438.59,1.029,0.1173,12218.43,1.1096,-1,0.0,0,0,,,0,1
781,ACC000781,small_business,True,True,Pune,IN,min,1405123200,3826,False,2.1045,23372.96,1.334,0.0332,3264795.97,4.1609,-1,0.0,0,0,,,0,0
782,ACC000782,large_business,True,True,Hyderabad,IN,full,1543968000,2219,False,8.0061,189345.98,1.607,0.0468,57826927.34,3.8018,-1,0.0,0,1,source,fan_out,1,1
783,ACC000783,small_business,True,True,Kochi,IN,full,1396828800,3922,False,1.1528,23937.27,1.07,0.0664,3182508.92,5.6186,-1,0.0,0,0,,,0,0
784,ACC000784,small_business,True,True,Kolkata,IN,full,1664236800,827,False,0.406,14248.8,0.958,0.0275,1095344.99,5.3502,-1,0.0,0,0,,,0,1
785,ACC000785,salary,False,False,Ahmedabad,IN,min,1429401600,3545,True,0.0173,875.97,1.081,0.059,134506.98,1.3729,597,126507.22,4,0,,,0,1
786,ACC000786,student,False,False,Kochi,IN,min,1725321600,120,False,0.2805,602.58,1.06,0.1392,15428.49,0.8376,-1,0.0,0,0,,,0,1
787,ACC000787,salary,False,False,Pune,IN,min,1565395200,1971,False,0.2328,2082.34,0.863,0.0971,141176.58,2.0649,432,139505.31,3,0,,,0,1
788,ACC000788,salary,False,False,Kolkata,IN,min,1452816000,3274,False,0.5974,2623.99,0.915,0.0933,230546.59,2.0895,25,197821.18,2,0,,,0,1
789,ACC000789,small_business,True,True,Delhi,IN,min,1615680000,1389,False,3.065,5900.86,1.019,0.0625,1644859.75,11.2887,-1,0.0,0,0,,,0,1
790,ACC000790,salary,False,False,Bengaluru,IN,full,1696291200,456,False,0.1918,1151.85,1.015,0.0771,209529.27,1.6352,1098,207949.15,5,0,,,0,1
791,ACC000791,investment,True,True,Bengaluru,CY,full,1643414400,1068,False,0.236,1780175.38,1.449,0.0225,8545853.16,5.548,-1,0.0,0,0,,,0,0
792,ACC000792,freelancer,False,False,Ahmedabad,IN,min,1642377600,1080,True,0.0038,4734.58,1.427,0.1065,47434.27,1.3643,-1,0.0,0,0,,,0,1
793,ACC000793,small_business,True,True,Bengaluru,IN,full,1586995200,1721,False,1.4081,4882.65,1.046,0.0227,3316501.1,7.6266,-1,0.0,0,0,,,0,0
794,ACC000794,small_business,True,True,Ahmedabad,IN,full,1563580800,1992,False,1.2633,10690.95,1.052,0.061,1591665.68,13.9059,-1,0.0,0,1,destination,dormant_activation|rapid_pass_through,2,1
795,ACC000795,household,False,False,Kochi,IN,full,1558137600,2055,False,0.8112,1006.39,1.068,0.0829,25046.95,3.1785,-1,0.0,0,1,mule|transit,fan_in|fan_out|mule_network|rapid_pass_through,6,0
796,ACC000796,merchant,True,True,Bengaluru,IN,min,1556236800,2077,False,1.3693,2342.91,0.829,0.0569,4305530.32,47.0517,-1,0.0,0,0,,,0,0
797,ACC000797,student,False,False,Hyderabad,IN,full,1661990400,853,False,0.0839,604.02,0.976,0.1988,10795.89,0.5313,-1,0.0,0,0,,,0,1
798,ACC000798,freelancer,False,False,Hyderabad,IN,min,1497225600,2760,False,0.4146,5973.8,1.479,0.0853,250397.0,3.3,-1,0.0,0,0,,,0,1
799,ACC000799,salary,False,False,Delhi,IN,full,1615507200,1391,False,0.2912,3208.91,1.103,0.0833,82144.6,2.0761,1257,63469.18,3,0,,,0,0
800,ACC000800,student,False,False,Jaipur,IN,min,1657756800,902,True,0.005,670.6,0.902,0.2048,4890.76,1.4758,-1,0.0,0,1,mule|transit,fan_in|fan_out|rapid_pass_through|smurfing,6,1
801,ACC000801,salary,False,False,Delhi,IN,full,1621296000,1324,False,0.383,697.21,1.138,0.0256,220358.98,0.8217,411,196719.13,1,0,,,0,1
802,ACC000802,salary,False,False,Kochi,IN,full,1470096000,3074,False,0.3211,2730.23,1.004,0.0613,166545.39,1.3354,145,143673.28,3,0,,,0,1
803,ACC000803,salary,False,False,Jaipur,SG,full,1471651200,3056,False,0.5197,2761.1,1.102,0.0375,213764.82,0.8508,1232,187638.4,5,0,,,0,1
804,ACC000804,household,False,False,Mumbai,IN,min,1399852800,3887,False,0.5554,2677.2,1.106,0.0509,52432.77,2.3326,-1,0.0,0,0,,,0,1
805,ACC000805,salary,False,False,Pune,IN,full,1489104000,2854,False,0.3369,1627.64,1.051,0.0947,206315.36,2.2358,782,166702.58,7,0,,,0,1
806,ACC000806,student,False,False,Bengaluru,IN,full,1399766400,3888,False,0.351,466.63,1.071,0.2166,13044.13,0.8309,-1,0.0,0,0,,,0,0
807,ACC000807,small_business,True,True,Jaipur,IN,full,1587254400,1718,False,2.6381,8633.24,1.07,0.0465,2224857.48,7.7007,-1,0.0,0,0,,,0,0
808,ACC000808,salary,False,False,Pune,IN,full,1650758400,983,False,0.4296,797.99,1.182,0.0533,134627.84,0.4556,223,121744.62,2,0,,,0,1
809,ACC000809,salary,False,False,Kochi,IN,full,1656460800,917,False,0.4769,879.77,0.996,0.0586,201829.69,2.4352,1080,167062.23,4,0,,,0,1
810,ACC000810,merchant,True,True,Jaipur,IN,full,1432857600,3505,False,10.5507,1551.91,0.758,0.1135,2770631.58,27.1875,-1,0.0,0,0,,,0,0
811,ACC000811,household,False,False,Delhi,IN,min,1546819200,2186,False,0.1391,1723.42,0.908,0.024,35766.29,0.7773,-1,0.0,0,1,intermediary|mule,fan_out|layering_chain|mule_network,5,1
812,ACC000812,salary,False,False,Chennai,IN,full,1707004800,332,False,0.3661,1888.13,0.884,0.0694,183292.36,0.3339,1217,180680.97,4,0,,,0,1
813,ACC000813,salary,False,False,Chennai,IN,full,1694995200,471,False,0.3573,1199.71,1.064,0.0495,87883.7,1.4525,636,73751.83,1,0,,,0,1
814,ACC000814,salary,False,False,Delhi,IN,min,1683417600,605,False,0.7093,3342.43,1.132,0.0492,225379.72,0.6675,1197,202126.88,3,0,,,0,0
815,ACC000815,salary,False,False,Delhi,IN,full,1619136000,1349,False,0.4526,674.1,0.854,0.0571,223098.28,5.6074,67,177543.6,2,0,,,0,0
816,ACC000816,salary,False,False,Delhi,IN,full,1696550400,453,False,0.4115,1051.59,0.884,0.0375,215861.35,0.4264,1228,187368.28,6,0,,,0,1
817,ACC000817,small_business,True,True,Kochi,IN,full,1573862400,1873,False,1.9072,2387.65,1.357,0.0289,2157607.07,2.4292,-1,0.0,0,0,,,0,0
818,ACC000818,student,False,False,Kochi,IN,full,1727827200,91,False,0.2191,539.41,0.876,0.0969,20212.84,0.4004,-1,0.0,0,0,,,0,1
819,ACC000819,small_business,True,True,Kochi,IN,full,1640304000,1104,False,0.6331,4209.41,0.954,0.0463,1231856.19,5.4369,-1,0.0,0,0,,,0,0
820,ACC000820,household,False,False,Ahmedabad,IN,min,1518480000,2514,False,0.6725,799.33,1.105,0.084,33340.59,2.6166,-1,0.0,0,0,,,0,1
821,ACC000821,student,False,False,Pune,IN,full,1401062400,3873,False,0.164,348.71,0.795,0.1337,20715.91,0.8108,-1,0.0,0,0,,,0,1
822,ACC000822,salary,False,False,Chennai,IN,full,1695513600,465,False,0.5079,3320.75,1.231,0.0935,232565.03,5.0903,611,203932.07,3,0,,,0,1
823,ACC000823,household,False,False,Hyderabad,IN,full,1435104000,3479,False,0.472,3826.83,0.823,0.0592,145078.37,2.7874,-1,0.0,0,0,,,0,0
824,ACC000824,small_business,True,True,Mumbai,IN,full,1670371200,756,False,2.8021,13857.22,0.962,0.0248,3818273.96,3.945,-1,0.0,0,0,,,0,1
825,ACC000825,salary,False,False,Chennai,IN,min,1436918400,3458,False,0.3124,2870.69,0.896,0.0953,248091.75,0.5749,1229,239292.36,5,0,,,0,0
826,ACC000826,salary,False,False,Pune,IN,full,1568246400,1938,False,0.1428,2716.01,0.857,0.0349,211751.42,0.5108,695,166988.84,7,0,,,0,1
827,ACC000827,household,False,False,Chennai,IN,full,1578009600,1825,False,0.4019,3055.19,1.189,0.086,96559.85,2.5316,-1,0.0,0,0,,,0,1
828,ACC000828,small_business,True,True,Pune,IN,full,1638662400,1123,False,1.1572,15823.62,1.437,0.0494,504132.12,2.4136,-1,0.0,0,0,,,0,1
829,ACC000829,salary,False,False,Hyderabad,SG,min,1730678400,58,False,0.2386,3009.21,0.951,0.0518,165364.48,1.0243,1148,137194.01,7,0,,,0,1
830,ACC000830,salary,False,False,Chennai,IN,full,1519084800,2507,False,0.2586,2503.67,1.135,0.0999,225303.02,1.445,114,220290.4,5,0,,,0,1
831,ACC000831,salary,False,False,Kochi,IN,full,1673136000,724,False,0.7987,1158.07,1.177,0.0448,79053.12,1.3446,141,68750.95,2,1,mule,fan_in|fan_out|smurfing,4,1
832,ACC000832,salary,False,False,Hyderabad,IN,full,1582416000,1774,False,0.9807,2111.5,0.96,0.087,104749.83,2.3037,143,82711.43,5,0,,,0,0
833,ACC000833,salary,False,False,Kolkata,IN,min,1444089600,3375,False,0.4655,1434.45,1.221,0.0787,93969.27,1.8478,1197,77200.95,2,0,,,0,1
834,ACC000834,salary,False,False,Bengaluru,IN,full,1506297600,2655,False,0.2395,2906.53,0.899,0.0544,119393.23,0.7849,600,116585.43,2,0,,,0,1
835,ACC000835,household,False,False,Mumbai,IN,full,1403740800,3842,False,0.4276,1230.31,1.067,0.0501,116017.05,0.8648,-1,0.0,0,0,,,0,0
836,ACC000836,salary,False,False,Chennai,IN,full,1642723200,1076,False,0.9382,1161.03,1.188,0.0447,134954.37,0.4563,782,121910.56,7,0,,,0,1
837,ACC000837,household,False,False,Jaipur,IN,full,1603843200,1526,False,0.4726,2879.86,1.034,0.0615,138314.04,1.2822,-1,0.0,0,0,,,0,1
838,ACC000838,household,False,False,Pune,IN,full,1589414400,1693,False,0.33,2521.09,1.185,0.0343,83207.36,0.804,-1,0.0,0,1,mule,fan_in,1,0
839,ACC000839,salary,False,False,Jaipur,IN,full,1547683200,2176,True,0.0067,1108.4,0.952,0.0999,148014.2,3.1621,1241,124873.51,6,0,,,0,1
840,ACC000840,small_business,True,True,Delhi,IN,full,1711238400,283,False,2.344,17616.81,1.225,0.0413,1809912.79,4.0456,-1,0.0,0,0,,,0,1
841,ACC000841,student,False,False,Chennai,IN,full,1582070400,1778,False,0.2588,371.47,0.984,0.1764,12655.18,1.3143,-1,0.0,0,0,,,0,1
842,ACC000842,household,False,False,Hyderabad,IN,full,1636588800,1147,False,0.6996,1980.23,0.968,0.0418,102206.94,0.756,-1,0.0,0,0,,,0,0
843,ACC000843,salary,False,False,Bengaluru,IN,full,1698105600,435,False,0.3754,2820.71,1.243,0.0711,133100.04,0.3978,1148,123695.88,7,0,,,0,1
844,ACC000844,salary,False,False,Delhi,IN,min,1533513600,2340,False,0.2836,1503.3,1.202,0.0335,108718.4,0.3742,1286,83303.1,3,0,,,0,1
845,ACC000845,student,False,False,Mumbai,IN,full,1643241600,1070,False,0.3136,329.79,0.827,0.1832,11561.82,0.5648,-1,0.0,0,0,,,0,1
846,ACC000846,salary,False,False,Hyderabad,IN,full,1623888000,1294,False,1.046,2531.07,1.079,0.0291,153187.72,0.2797,793,116652.35,7,0,,,0,1
847,ACC000847,small_business,True,True,Hyderabad,IN,full,1506988800,2647,False,2.1236,6744.58,1.443,0.0719,2904778.8,2.6723,-1,0.0,0,0,,,0,0
848,ACC000848,merchant,True,True,Ahmedabad,IN,full,1424563200,3601,False,7.9182,1063.67,0.805,0.052,3270159.2,29.3066,-1,0.0,0,0,,,0,0
849,ACC000849,large_business,True,True,Bengaluru,IN,full,1426291200,3581,False,8.1787,80984.34,1.608,0.0125,55340865.97,16.2812,-1,0.0,0,0,,,0,0
850,ACC000850,salary,False,False,Pune,IN,full,1638921600,1120,False,0.9169,1811.19,0.865,0.0455,84516.77,1.2009,1339,75838.98,5,0,,,0,1
851,ACC000851,salary,False,False,Bengaluru,IN,min,1575849600,1850,False,0.1312,1242.06,1.199,0.0951,200752.79,1.0864,1027,168297.83,2,0,,,0,1
852,ACC000852,investment,True,True,Ahmedabad,IN,full,1650844800,982,False,0.2048,1729866.36,1.532,0.0487,39804382.3,5.011,-1,0.0,0,0,,,0,0
853,ACC000853,salary,False,False,Delhi,IN,full,1715299200,236,False,0.6477,1954.81,0.958,0.0983,116236.98,1.2138,146,107020.14,4,1,mule,fan_in|fan_out,5,0
854,ACC000854,salary,False,False,Mumbai,IN,full,1598832000,1584,False,0.7027,2085.68,1.16,0.0847,41465.17,0.6665,118,38576.25,1,0,,,0,1
855,ACC000855,household,False,False,Delhi,IN,min,1439510400,3428,False,0.4608,2724.06,1.179,0.0273,184158.64,1.792,-1,0.0,0,0,,,0,0
856,ACC000856,household,False,False,Delhi,IN,full,1444780800,3367,False,0.3608,3021.99,0.989,0.0757,169418.59,1.3395,-1,0.0,0,0,,,0,1
857,ACC000857,salary,False,False,Hyderabad,IN,full,1567382400,1948,False,0.1373,3358.88,0.926,0.0625,41263.79,2.7964,1247,39621.75,7,0,,,0,1
858,ACC000858,salary,False,False,Kochi,IN,full,1490054400,2843,False,0.9648,1204.06,0.908,0.0916,100681.93,2.5993,391,97189.48,4,0,,,0,0
859,ACC000859,merchant,True,True,Bengaluru,IN,full,1539043200,2276,False,2.7976,2477.67,0.912,0.1067,7314547.85,28.3405,-1,0.0,0,0,,,0,0
860,ACC000860,student,False,False,Mumbai,IN,min,1673827200,716,False,0.0971,197.24,1.077,0.0766,12504.39,0.4529,-1,0.0,0,0,,,0,1
861,ACC000861,large_business,True,True,Chennai,IN,full,1546300800,2192,False,9.2502,314211.2,1.364,0.0129,238482939.57,9.996,-1,0.0,0,1,source,mule_network|rapid_pass_through,2,1
862,ACC000862,salary,False,False,Mumbai,IN,full,1605744000,1504,False,0.5802,1020.87,0.884,0.0833,66992.02,0.5941,138,66759.48,6,0,,,0,1
863,ACC000863,freelancer,False,False,Jaipur,IN,full,1547596800,2177,True,0.026,5351.02,1.499,0.16,249907.9,2.8631,-1,0.0,0,0,,,0,1
864,ACC000864,small_business,True,True,Jaipur,IN,full,1600214400,1568,False,1.1771,14221.83,1.285,0.0309,2167725.79,8.2633,-1,0.0,0,0,,,0,0
865,ACC000865,small_business,True,True,Chennai,IN,full,1577145600,1835,False,1.33,10200.31,1.447,0.0605,930795.37,12.8836,-1,0.0,0,0,,,0,0
866,ACC000866,salary,False,False,Kochi,IN,min,1449964800,3307,False,0.4266,2021.5,0.984,0.0819,61675.66,1.3413,251,59823.48,5,0,,,0,1
867,ACC000867,freelancer,False,False,Kochi,IN,full,1515196800,2552,True,0.0181,853.14,1.101,0.1106,390711.56,3.3011,-1,0.0,0,0,,,0,1
868,ACC000868,salary,False,False,Chennai,IN,full,1444953600,3365,False,0.169,3380.58,0.922,0.0371,64998.09,1.9989,1148,49807.73,4,0,,,0,1
869,ACC000869,household,False,False,Jaipur,IN,min,1663372800,837,False,0.7959,3069.98,0.971,0.0779,146357.25,0.4546,-1,0.0,0,0,,,0,0
870,ACC000870,salary,False,False,Bengaluru,IN,full,1720915200,171,False,0.3556,2077.55,1.106,0.0529,242604.08,1.9702,958,228699.72,1,0,,,0,1
871,ACC000871,investment,True,True,Kolkata,IN,full,1477094400,2993,False,0.3584,740807.98,1.44,0.0304,24620090.26,4.0527,-1,0.0,0,0,,,0,0
872,ACC000872,salary,False,False,Jaipur,IN,full,1631836800,1202,False,0.5498,1177.3,1.15,0.0661,205168.76,2.6615,181,193948.46,7,0,,,0,1
873,ACC000873,large_business,True,True,Mumbai,IN,full,1694736000,474,False,15.0009,381758.96,1.339,0.0533,223170428.63,15.5382,-1,0.0,0,0,,,0,0
874,ACC000874,salary,False,False,Kochi,IN,min,1467676800,3102,False,0.1828,2838.86,0.951,0.0549,195468.02,1.3966,1114,180184.26,4,0,,,0,1
875,ACC000875,household,False,False,Kochi,IN,full,1646352000,1034,False,0.5319,2052.4,1.163,0.027,60508.87,2.2421,-1,0.0,0,0,,,0,1
876,ACC000876,salary,False,False,Chennai,IN,full,1635292800,1162,False,0.7706,955.94,1.055,0.0507,112641.04,1.1572,1228,90224.09,4,0,,,0,1
877,ACC000877,small_business,True,True,Pune,IN,full,1512604800,2582,False,2.1035,5805.66,1.205,0.0586,2893405.9,8.0248,-1,0.0,0,0,,,0,1
878,ACC000878,household,False,False,Chennai,IN,full,1680912000,634,False,0.1916,3827.91,1.148,0.0882,162725.58,0.7925,-1,0.0,0,0,,,0,1
879,ACC000879,salary,False,False,Hyderabad,IN,min,1600214400,1568,False,0.2502,3030.49,1.152,0.0505,244354.46,0.433,141,209368.37,4,0,,,0,1
880,ACC000880,salary,False,False,Jaipur,IN,min,1673222400,723,False,0.35,2212.8,1.158,0.0424,199775.32,1.4032,1226,176049.63,3,0,,,0,0
881,ACC000881,household,False,False,Ahmedabad,IN,min,1671148800,747,False,0.168,1365.8,1.085,0.0557,162826.43,1.0801,-1,0.0,0,0,,,0,0
882,ACC000882,freelancer,False,False,Bengaluru,IN,full,1646784000,1029,False,0.2212,1819.06,1.327,0.1384,355193.59,7.0832,-1,0.0,0,0,,,0,1
883,ACC000883,student,False,False,Delhi,IN,full,1532044800,2357,False,0.5123,476.88,1.064,0.1155,22945.48,0.5473,-1,0.0,0,0,,,0,1
884,ACC000884,household,False,False,Mumbai,IN,min,1480723200,2951,False,0.361,1752.38,0.829,0.0298,28948.46,0.9195,-1,0.0,0,0,,,0,1
885,ACC000885,salary,False,False,Jaipur,IN,full,1430784000,3529,False,0.3539,2387.05,1.113,0.0857,76582.08,0.4687,518,65317.24,6,0,,,0,1
886,ACC000886,salary,False,False,Delhi,IN,min,1515888000,2544,False,0.6223,2890.3,1.092,0.0644,53286.0,0.3333,1148,43067.84,2,1,intermediary|mule,fan_in|fan_out|layering_chain,4,0
887,ACC000887,salary,False,False,Bengaluru,IN,full,1537574400,2293,False,0.6483,797.66,1.15,0.0495,109167.1,0.5858,1448,95965.58,5,1,mule,fan_in|fan_out|mule_network,6,1
888,ACC000888,salary,False,False,Jaipur,IN,full,1533686400,2338,False,0.3716,1038.52,0.901,0.0357,201839.57,1.5447,442,166822.05,5,0,,,0,1
889,ACC000889,salary,False,False,Hyderabad,IN,full,1567468800,1947,False,0.8009,1971.71,0.891,0.082,245994.41,1.3934,76,212414.8,2,0,,,0,1
890,ACC000890,student,False,False,Ahmedabad,IN,full,1475107200,3016,False,0.3781,805.84,0.881,0.191,10000.83,0.8038,-1,0.0,0,0,,,0,0
891,ACC000891,salary,False,False,Kolkata,IN,min,1622678400,1308,False,0.4467,2423.51,1.119,0.0509,127798.91,2.8012,819,105560.24,5,0,,,0,1
892,ACC000892,salary,False,False,Chennai,IN,full,1624060800,1292,False,0.4358,2055.27,1.223,0.0305,35547.58,1.2488,1276,28549.27,2,0,,,0,1
893,ACC000893,salary,False,False,Pune,IN,full,1658534400,893,False,0.2681,1547.45,1.186,0.0818,231045.29,0.5744,611,194650.75,3,0,,,0,0
894,ACC000894,salary,False,False,Jaipur,IN,full,1575504000,1854,False,0.5497,2370.41,0.947,0.066,55950.94,0.8924,861,50435.62,3,0,,,0,1
895,ACC000895,salary,False,False,Hyderabad,IN,full,1726099200,111,False,0.1967,2282.27,0.892,0.0238,121054.11,0.9112,1354,120194.29,3,0,,,0,1
896,ACC000896,student,False,False,Jaipur,IN,min,1588982400,1698,False,0.2854,626.12,0.91,0.1006,6379.63,0.8227,-1,0.0,0,0,,,0,0
897,ACC000897,household,False,False,Mumbai,IN,full,1597536000,1599,False,0.5797,3188.18,0.817,0.0736,139842.76,0.7082,-1,0.0,0,0,,,0,1
898,ACC000898,salary,False,False,Pune,IN,full,1425081600,3595,False,0.3972,1449.34,1.004,0.0938,35188.26,1.5674,76,34199.6,1,0,,,0,1
899,ACC000899,freelancer,False,False,Ahmedabad,IN,full,1414281600,3720,False,0.1407,4553.14,1.559,0.0682,160638.01,2.1442,-1,0.0,0,0,,,0,0
900,ACC000900,small_business,True,True,Jaipur,IN,full,1398211200,3906,False,1.3156,4262.89,1.397,0.0708,3306907.07,7.3583,-1,0.0,0,0,,,0,1
901,ACC000901,student,False,False,Chennai,SG,full,1461715200,3171,False,0.3211,552.22,0.836,0.2048,13592.66,1.1147,-1,0.0,0,0,,,0,1
902,ACC000902,salary,False,False,Bengaluru,IN,full,1554854400,2093,False,0.7462,2413.65,0.893,0.086,249997.61,1.4808,1198,246631.83,4,0,,,0,1
903,ACC000903,salary,False,False,Kolkata,IN,min,1643846400,1063,False,0.4346,2063.98,0.943,0.0251,129006.49,1.0872,701,116135.8,2,0,,,0,1
904,ACC000904,salary,False,False,Jaipur,IN,min,1455926400,3238,False,0.4024,741.0,1.12,0.0517,174313.61,0.7163,557,134242.98,3,0,,,0,1
905,ACC000905,small_business,True,True,Pune,IN,full,1636416000,1149,True,0.0213,23005.54,1.155,0.0716,1535910.02,8.7811,-1,0.0,0,0,,,0,0
906,ACC000906,small_business,True,True,Mumbai,IN,full,1462233600,3165,False,2.2552,13819.06,1.285,0.0481,1147756.59,7.8853,-1,0.0,0,0,,,0,0
907,ACC000907,salary,False,False,Mumbai,IN,min,1639699200,1111,False,0.1643,2034.72,1.227,0.025,188161.49,0.7664,1080,174780.04,4,0,,,0,1
908,ACC000908,salary,False,False,Kolkata,IN,full,1715126400,238,False,0.4713,1759.11,0.969,0.0834,139251.4,1.4977,794,121866.57,4,0,,,0,0
909,ACC000909,student,False,False,Chennai,IN,min,1647216000,1024,False,0.2628,371.65,0.857,0.1288,18004.96,0.3303,-1,0.0,0,0,,,0,1
910,ACC000910,salary,False,False,Chennai,IN,full,1561852800,2012,False,0.327,1056.03,1.099,0.0819,45530.22,0.589,247,35508.08,1,0,,,0,1
911,ACC000911,salary,False,False,Jaipur,IN,full,1703289600,375,False,1.1986,1326.59,1.111,0.0556,135924.0,0.5907,253,116865.73,6,0,,,0,1
912,ACC000912,salary,False,False,Jaipur,IN,full,1390867200,3991,False,0.7792,748.31,1.098,0.0581,49709.96,1.0404,697,42656.88,7,0,,,0,1
913,ACC000913,small_business,True,True,Kolkata,IN,min,1492646400,2813,False,1.2569,7633.75,1.077,0.0447,956718.8,5.6245,-1,0.0,0,0,,,0,0
914,ACC000914,student,False,False,Ahmedabad,IN,full,1614816000,1399,False,0.1655,784.47,1.097,0.0905,16220.01,0.7468,-1,0.0,0,0,,,0,1
915,ACC000915,salary,False,False,Hyderabad,IN,full,1557187200,2066,False,0.8945,2117.71,1.183,0.063,40109.92,1.4385,673,39860.37,7,0,,,0,1
916,ACC000916,salary,False,False,Chennai,IN,full,1449014400,3318,False,0.4926,3484.31,1.006,0.0487,60598.61,0.8645,44,53453.64,4,0,,,0,1
917,ACC000917,salary,False,False,Chennai,IN,full,1646784000,1029,False,0.544,3053.64,1.042,0.0721,74320.59,0.6575,158,57546.29,1,0,,,0,0
918,ACC000918,household,False,False,Chennai,IN,full,1620518400,1333,False,0.5142,1871.19,0.85,0.0307,26706.03,1.5937,-1,0.0,0,0,,,0,1
919,ACC000919,merchant,True,True,Chennai,IN,full,1424217600,3605,False,3.3202,2659.64,0.911,0.1174,435529.95,46.1026,-1,0.0,0,0,,,0,0
920,ACC000920,salary,False,False,Kochi,IN,min,1420156800,3652,False,0.6692,1656.81,1.149,0.0373,177918.6,1.246,958,143606.53,3,0,,,0,1
921,ACC000921,freelancer,False,False,Kolkata,IN,min,1625875200,1271,False,0.4619,2340.84,1.21,0.0704,197977.54,3.0672,-1,0.0,0,0,,,0,0
922,ACC000922,small_business,True,True,Pune,IN,full,1585785600,1735,False,1.374,21951.46,1.301,0.0484,1156232.24,2.8887,-1,0.0,0,0,,,0,0
923,ACC000923,salary,False,False,Bengaluru,IN,min,1525651200,2431,False,0.5799,1770.87,1.046,0.061,214174.68,1.5989,500,183994.01,4,0,,,0,1
924,ACC000924,small_business,True,True,Mumbai,IN,full,1707523200,326,False,3.2963,2042.49,1.294,0.0324,3584906.42,6.8586,-1,0.0,0,0,,,0,0
925,ACC000925,salary,False,False,Bengaluru,IN,full,1583625600,1760,False,0.8452,760.08,0.866,0.0685,209091.59,1.5654,165,192409.76,1,0,,,0,1
926,ACC000926,small_business,True,True,Hyderabad,IN,full,1394236800,3952,False,3.0197,21704.61,1.054,0.065,967423.38,28.407,-1,0.0,0,0,,,0,0
927,ACC000927,household,False,False,Bengaluru,IN,full,1499126400,2738,False,0.7146,3341.09,1.052,0.0683,62116.71,4.4726,-1,0.0,0,0,,,0,1
928,ACC000928,salary,False,False,Jaipur,IN,full,1688860800,542,False,0.7576,2169.58,1.124,0.0384,98103.83,1.2943,1228,78270.04,7,0,,,0,1
929,ACC000929,salary,False,False,Chennai,IN,full,1680393600,640,True,0.0098,3227.75,1.242,0.0809,122879.4,1.6057,766,119066.63,2,0,,,0,1
930,ACC000930,salary,False,False,Jaipur,IN,full,1653782400,948,False,0.5893,1609.16,1.095,0.0487,107186.39,3.6325,249,95054.3,1,0,,,0,0
931,ACC000931,household,False,False,Bengaluru,IN,full,1394582400,3948,False,0.3064,861.9,1.153,0.0373,89274.58,2.4039,-1,0.0,0,0,,,0,1
932,ACC000932,small_business,True,True,Kochi,IN,full,1576800000,1839,False,0.5539,14396.46,1.271,0.0543,517873.95,5.0462,-1,0.0,0,0,,,0,0
933,ACC000933,large_business,True,True,Bengaluru,IN,full,1690329600,525,False,2.176,85689.27,1.512,0.0476,150858840.05,6.9782,-1,0.0,0,0,,,0,0
934,ACC000934,salary,False,False,Jaipur,IN,full,1695168000,469,False,0.3254,2443.42,1.18,0.0568,154130.76,0.3941,933,150321.35,7,1,mule,fan_in|mule_network|smurfing,3,1
935,ACC000935,small_business,True,True,Delhi,IN,full,1517961600,2520,False,1.6851,22388.54,0.962,0.0728,2077938.71,5.0087,-1,0.0,0,0,,,0,0
936,ACC000936,student,False,False,Mumbai,IN,min,1697328000,444,False,0.3033,331.64,1.01,0.1059,12377.08,1.439,-1,0.0,0,0,,,0,0
937,ACC000937,household,False,False,Jaipur,IN,full,1545091200,2206,False,0.486,3851.67,0.805,0.0485,134313.94,2.3413,-1,0.0,0,0,,,0,1
938,ACC000938,salary,False,False,Mumbai,IN,min,1470614400,3068,False,0.5757,3386.44,1.047,0.0465,54967.11,1.3026,246,41796.47,7,0,,,0,1
939,ACC000939,salary,False,False,Ahmedabad,IN,full,1550016000,2149,False,0.6722,2038.14,1.109,0.0308,92697.75,1.6521,1153,88997.15,7,0,,,0,1
940,ACC000940,small_business,True,True,Kochi,IN,full,1701302400,398,False,0.5725,6572.64,1.202,0.0604,1102500.72,14.7384,-1,0.0,0,0,,,0,0
941,ACC000941,small_business,True,True,Mumbai,IN,full,1468368000,3094,False,1.1533,15018.55,1.251,0.0613,2316333.04,3.1542,-1,0.0,0,0,,,0,0
942,ACC000942,investment,True,True,Bengaluru,IN,full,1603584000,1529,False,0.1134,493879.27,1.142,0.0318,23065638.35,16.8689,-1,0.0,0,0,,,0,0
943,ACC000943,salary,False,False,Kolkata,IN,full,1499990400,2728,False,0.2601,3045.01,1.204,0.0586,83629.65,1.8388,78,74164.32,6,0,,,0,1
944,ACC000944,freelancer,False,False,Chennai,IN,min,1623196800,1302,False,0.3924,5059.31,1.375,0.0898,144436.95,8.3078,-1,0.0,0,1,destination|intermediary,circular_flow|layering_chain,2,1
