txn_id,timestamp,sender,receiver,amount,channel,sender_country,receiver_country,cross_border,episode_id,pattern,is_laundering
T000031551,2025-01-18 03:31:25,ACC000793,ACC000080,3972.25,CARD,IN,IN,0,,normal,0
T000031552,2025-01-18 03:34:14,ACC001391,ACC000919,7300.0,CARD,IN,IN,0,,normal,0
T000031553,2025-01-18 03:41:45,ACC000816,ACC000016,488.95,UPI,IN,IN,0,,normal,0
T000031554,2025-01-18 03:43:33,ACC000039,ACC000426,890.34,CARD,IN,IN,0,,normal,0
T000031555,2025-01-18 03:44:26,ACC001285,ACC001408,108313.42,NEFT,IN,IN,0,B000003,payroll_fanout,0
T000031556,2025-01-18 03:45:46,ACC001285,ACC001284,78237.95,CARD,IN,IN,0,B000003,payroll_fanout,0
T000031557,2025-01-18 03:47:15,ACC000008,ACC000432,406.13,CARD,IN,IN,0,,normal,0
T000031558,2025-01-18 03:50:25,ACC000264,ACC000637,12176.85,NEFT,IN,IN,0,,normal,0
T000031559,2025-01-18 04:02:16,ACC001197,ACC001412,58876.15,IMPS,IN,IN,0,L000064,fan_out,1
T000031560,2025-01-18 04:03:09,ACC001285,ACC000545,128000.0,NEFT,IN,IN,0,B000003,payroll_fanout,0
T000031561,2025-01-18 04:11:10,ACC001236,ACC000927,824.62,CARD,IN,IN,0,,normal,0
T000031562,2025-01-18 04:14:14,ACC001285,ACC000445,35314.38,IMPS,IN,IN,0,B000003,payroll_fanout,0
T000031563,2025-01-18 04:15:02,ACC001285,ACC000004,75831.89,IMPS,IN,IN,0,B000003,payroll_fanout,0
T000031564,2025-01-18 04:16:14,ACC000008,ACC000164,1767.56,CARD,IN,IN,0,,normal,0
T000031565,2025-01-18 04:17:08,ACC000290,ACC001300,101000.0,NEFT,IN,IN,0,,normal,0
T000031566,2025-01-18 04:20:42,ACC000906,ACC000596,110000.0,RTGS,IN,IN,0,,normal,0
T000031567,2025-01-18 04:21:57,ACC001285,ACC000159,38800.0,CARD,IN,IN,0,B000003,payroll_fanout,0
T000031568,2025-01-18 04:25:38,ACC001060,ACC000226,2739.59,UPI,IN,IN,0,,normal,0
T000031569,2025-01-18 04:26:36,ACC000673,ACC000284,636000.0,SWIFT,CY,IN,1,,normal,0
T000031570,2025-01-18 04:27:14,ACC001285,ACC000330,51490.78,IMPS,IN,IN,0,B000003,payroll_fanout,0
T000031571,2025-01-18 04:27:57,ACC001062,ACC000265,56910.64,IMPS,IN,IN,0,,normal,0
T000031572,2025-01-18 04:31:40,ACC001285,ACC001398,279000.0,IMPS,IN,IN,0,B000003,payroll_fanout,0
T000031573,2025-01-18 04:32:51,ACC001217,ACC000182,236.86,CARD,IN,IN,0,,normal,0
T000031574,2025-01-18 04:33:55,ACC001285,ACC001382,43700.0,UPI,IN,IN,0,B000003,payroll_fanout,0
T000031575,2025-01-18 04:35:23,ACC000660,ACC000919,764.31,UPI,IN,IN,0,,normal,0
T000031576,2025-01-18 04:41:11,ACC001440,ACC001062,310000.0,IMPS,IN,IN,0,B000033,supplier_passthrough,0
T000031577,2025-01-18 04:42:31,ACC001249,ACC000500,1800.0,UPI,IN,IN,0,,normal,0
T000031578,2025-01-18 04:42:58,ACC000384,ACC001470,409.34,UPI,IN,IN,0,,normal,0
T000031579,2025-01-18 04:48:12,ACC000924,ACC000268,25900.0,NEFT,IN,IN,0,,normal,0
T000031580,2025-01-18 04:50:09,ACC001233,ACC001026,2607.38,IMPS,IN,IN,0,,normal,0
T000031581,2025-01-18 04:54:57,ACC001437,ACC000317,810.82,CARD,IN,IN,0,,normal,0
T000031582,2025-01-18 04:56:10,ACC001256,ACC001062,145000.0,NEFT,IN,IN,0,B000033,supplier_passthrough,0
T000031583,2025-01-18 04:59:22,ACC000081,ACC001062,26453.41,NEFT,IN,IN,0,B000033,supplier_passthrough,0
T000031584,2025-01-18 05:02:13,ACC000187,ACC001018,126102.85,NEFT,IN,IN,0,,normal,0
T000031585,2025-01-18 05:02:31,ACC001285,ACC000449,36300.0,CARD,IN,IN,0,B000003,payroll_fanout,0
T000031586,2025-01-18 05:09:04,ACC000637,ACC000995,91.03,UPI,IN,IN,0,,normal,0
T000031587,2025-01-18 05:11:36,ACC000055,ACC001477,475.95,UPI,IN,IN,0,,normal,0
T000031588,2025-01-18 05:13:10,ACC000426,ACC000686,1201.28,UPI,IN,IN,0,,normal,0
T000031589,2025-01-18 05:16:12,ACC001455,ACC001477,514.15,CARD,IN,IN,0,,normal,0
T000031590,2025-01-18 05:20:54,ACC000611,ACC001206,108000.0,RTGS,IN,IN,0,,normal,0
T000031591,2025-01-18 05:22:32,ACC000391,ACC001432,43700.3,UPI,IN,IN,0,,normal,0
T000031592,2025-01-18 05:22:37,ACC000268,ACC000244,513.82,CARD,IN,IN,0,,normal,0
T000031593,2025-01-18 05:27:31,ACC000567,ACC001320,4430.0,IMPS,IN,IN,0,,normal,0
T000031594,2025-01-18 05:28:25,ACC000743,ACC000356,126942.41,NEFT,IN,IN,0,L000084,dormant_activation,1
T000031595,2025-01-18 05:29:10,ACC001345,ACC000611,2716.24,UPI,IN,IN,0,,normal,0
T000031596,2025-01-18 05:31:06,ACC000533,ACC001387,10929.3,IMPS,IN,IN,0,,normal,0
T000031597,2025-01-18 05:33:19,ACC001247,ACC000185,1275.72,CARD,IN,IN,0,,normal,0
T000031598,2025-01-18 05:47:59,ACC001410,ACC001260,6700.0,IMPS,IN,IN,0,,normal,0
T000031599,2025-01-18 05:49:25,ACC001285,ACC000073,25700.0,UPI,IN,IN,0,B000003,payroll_fanout,0
T000031600,2025-01-18 05:53:21,ACC000972,ACC000935,362.9,UPI,IN,IN,0,,normal,0
T000031601,2025-01-18 05:53:54,ACC001127,ACC000031,9700.0,IMPS,IN,IN,0,,normal,0
T000031602,2025-01-18 05:56:34,ACC000328,ACC000796,590.0,UPI,IN,IN,0,,normal,0
T000031603,2025-01-18 05:56:44,ACC000124,ACC000326,5493.44,UPI,IN,IN,0,,normal,0
T000031604,2025-01-18 05:56:51,ACC001285,ACC001188,39509.78,IMPS,IN,IN,0,B000003,payroll_fanout,0
T000031605,2025-01-18 06:08:24,ACC001285,ACC000128,37500.0,CARD,IN,IN,0,B000003,payroll_fanout,0
T000031606,2025-01-18 06:17:09,ACC001285,ACC000910,69000.0,CARD,IN,IN,0,B000003,payroll_fanout,0
T000031607,2025-01-18 06:17:22,ACC001285,ACC001063,120000.0,NEFT,IN,IN,0,B000003,payroll_fanout,0
T000031608,2025-01-18 07:00:18,ACC000649,ACC000117,42100.0,IMPS,IN,IN,0,,normal,0
T000031609,2025-01-18 07:02:34,ACC001369,ACC001080,1706.24,UPI,IN,IN,0,,normal,0
T000031610,2025-01-18 07:03:30,ACC001466,ACC000391,2857.41,CARD,IN,IN,0,,normal,0
T000031611,2025-01-18 07:05:00,ACC000956,ACC000518,7705.93,NEFT,IN,IN,0,,normal,0
T000031612,2025-01-18 07:05:51,ACC001022,ACC001121,987.17,UPI,IN,IN,0,,normal,0
T000031613,2025-01-18 07:06:33,ACC000582,ACC001259,380.0,UPI,IN,IN,0,,normal,0
T000031614,2025-01-18 07:07:24,ACC001059,ACC000984,60976.77,NEFT,IN,IN,0,,normal,0
T000031615,2025-01-18 07:08:26,ACC001354,ACC000397,2541000.0,NEFT,IN,IN,0,,normal,0
T000031616,2025-01-18 07:08:59,ACC001285,ACC000750,42100.0,CARD,IN,IN,0,B000003,payroll_fanout,0
T000031617,2025-01-18 07:09:44,ACC000714,ACC000552,1019136.12,SWIFT,IN,AE,1,,normal,0
T000031618,2025-01-18 07:09:49,ACC001285,ACC000598,23049.98,NEFT,IN,IN,0,B000003,payroll_fanout,0
T000031619,2025-01-18 07:10:41,ACC000640,ACC000870,920.0,UPI,IN,IN,0,,normal,0
T000031620,2025-01-18 07:12:09,ACC001395,ACC000395,415000.0,RTGS,IN,IN,0,,normal,0
T000031621,2025-01-18 07:14:52,ACC001268,ACC001277,143119.04,IMPS,IN,IN,0,,normal,0
T000031622,2025-01-18 07:15:01,ACC001395,ACC000558,100510.17,RTGS,IN,IN,0,,normal,0
T000031623,2025-01-18 07:17:10,ACC001172,ACC000824,8000.0,NEFT,IN,IN,0,,normal,0
T000031624,2025-01-18 07:18:02,ACC001234,ACC001477,10800.0,IMPS,IN,IN,0,,normal,0
T000031625,2025-01-18 07:18:52,ACC000762,ACC000134,463.1,UPI,IN,IN,0,,normal,0
T000031626,2025-01-18 07:19:28,ACC001262,ACC001155,801.95,UPI,IN,IN,0,,normal,0
T000031627,2025-01-18 07:19:29,ACC001153,ACC001362,114000.0,NEFT,IN,IN,0,,normal,0
T000031628,2025-01-18 07:19:47,ACC000165,ACC000155,42027.22,IMPS,IN,IN,0,,normal,0
T000031629,2025-01-18 07:20:54,ACC001279,ACC001486,1560.0,CARD,IN,IN,0,,normal,0
T000031630,2025-01-18 07:21:45,ACC001372,ACC000754,12755.46,IMPS,IN,IN,0,L000044,fan_in,1
T000031631,2025-01-18 07:23:12,ACC000090,ACC000604,61704.13,CARD,IN,IN,0,,normal,0
T000031632,2025-01-18 07:23:19,ACC000138,ACC001185,12400.0,UPI,IN,IN,0,,normal,0
T000031633,2025-01-18 07:24:29,ACC000486,ACC001147,192.64,UPI,IN,IN,0,,normal,0
T000031634,2025-01-18 07:25:06,ACC000249,ACC000486,90000.0,IMPS,IN,IN,0,,normal,0
T000031635,2025-01-18 07:25:37,ACC000016,ACC000707,1406.0,CARD,IN,IN,0,,normal,0
T000031636,2025-01-18 07:27:50,ACC000655,ACC000762,14600.0,SWIFT,MY,IN,1,,normal,0
T000031637,2025-01-18 07:28:58,ACC001389,ACC001164,900.0,SWIFT,IN,HK,1,,normal,0
T000031638,2025-01-18 07:29:08,ACC000386,ACC000926,3900.0,UPI,IN,IN,0,,normal,0
T000031639,2025-01-18 07:29:32,ACC000466,ACC000935,4627.36,NEFT,IN,IN,0,,normal,0
T000031640,2025-01-18 07:29:35,ACC000274,ACC000168,279.04,CARD,IN,IN,0,,normal,0
T000031641,2025-01-18 07:32:04,ACC000924,ACC000509,6759.77,NEFT,IN,IN,0,,normal,0
T000031642,2025-01-18 07:32:09,ACC001185,ACC000796,10432.24,UPI,IN,IN,0,,normal,0
T000031643,2025-01-18 07:33:08,ACC000424,ACC000796,100000.0,IMPS,IN,IN,0,,normal,0
T000031644,2025-01-18 07:33:59,ACC001354,ACC001202,610797.97,IMPS,IN,IN,0,,normal,0
T000031645,2025-01-18 07:34:05,ACC001385,ACC001084,2290.0,IMPS,IN,IN,0,,normal,0
T000031646,2025-01-18 07:34:07,ACC000606,ACC001432,110.75,CARD,IN,IN,0,,normal,0
T000031647,2025-01-18 07:35:49,ACC001113,ACC000168,394.27,UPI,IN,IN,0,,normal,0
T000031648,2025-01-18 07:35:51,ACC001198,ACC001432,166414.53,NEFT,IN,IN,0,,normal,0
T000031649,2025-01-18 07:35:55,ACC001395,ACC000036,674243.89,IMPS,IN,IN,0,,normal,0
T000031650,2025-01-18 07:37:19,ACC000082,ACC000158,3471091.88,RTGS,IN,IN,0,,normal,0
T000031651,2025-01-18 07:38:17,ACC001188,ACC001108,1560.0,UPI,IN,IN,0,,normal,0
T000031652,2025-01-18 07:38:44,ACC000436,ACC000636,420.0,UPI,IN,IN,0,,normal,0
T000031653,2025-01-18 07:38:56,ACC001153,ACC000155,4590.0,NEFT,IN,IN,0,,normal,0
T000031654,2025-01-18 07:39:25,ACC000155,ACC000164,33423.97,IMPS,IN,IN,0,,normal,0
T000031655,2025-01-18 07:40:04,ACC000137,ACC000564,207393.39,IMPS,IN,IN,0,,normal,0
T000031656,2025-01-18 07:42:13,ACC001002,ACC000454,947.54,UPI,IN,IN,0,,normal,0
T000031657,2025-01-18 07:42:28,ACC001454,ACC001079,330.0,UPI,IN,IN,0,,normal,0
T000031658,2025-01-18 07:43:17,ACC001268,ACC001389,65831.53,UPI,IN,IN,0,,normal,0
T000031659,2025-01-18 07:44:39,ACC000444,ACC000645,2110.62,NEFT,IN,IN,0,,normal,0
T000031660,2025-01-18 07:46:19,ACC000236,ACC000849,3411.85,CARD,IN,IN,0,,normal,0
T000031661,2025-01-18 07:47:42,ACC001458,ACC001010,880.0,CARD,IN,IN,0,,normal,0
T000031662,2025-01-18 07:49:24,ACC001067,ACC000322,54529.85,UPI,IN,IN,0,L000056,mule_network,1
T000031663,2025-01-18 07:49:30,ACC001354,ACC000523,4040.0,IMPS,IN,IN,0,,normal,0
T000031664,2025-01-18 07:51:09,ACC001012,ACC000721,34476.01,IMPS,IN,IN,0,,normal,0
T000031665,2025-01-18 07:51:22,ACC000758,ACC000645,7602.61,NEFT,IN,IN,0,,normal,0
T000031666,2025-01-18 07:51:34,ACC000205,ACC001466,1028.61,CARD,IN,IN,0,,normal,0
T000031667,2025-01-18 07:52:32,ACC000882,ACC000423,7700.0,IMPS,IN,IN,0,,normal,0
T000031668,2025-01-18 07:56:27,ACC000486,ACC001259,251.97,UPI,IN,IN,0,,normal,0
T000031669,2025-01-18 07:58:26,ACC001172,ACC000108,622.36,UPI,IN,IN,0,,normal,0
T000031670,2025-01-18 07:59:03,ACC000662,ACC001389,727.33,UPI,IN,IN,0,,normal,0
T000031671,2025-01-18 07:59:11,ACC000692,ACC000291,1570.32,UPI,IN,IN,0,,normal,0
T000031672,2025-01-18 08:00:53,ACC000333,ACC001339,4890.1,CARD,IN,IN,0,,normal,0
T000031673,2025-01-18 08:00:55,ACC001205,ACC000691,3980.0,NEFT,IN,IN,0,,normal,0
T000031674,2025-01-18 08:01:29,ACC001392,ACC001229,14200.0,NEFT,IN,IN,0,,normal,0
T000031675,2025-01-18 08:01:55,ACC000346,ACC000254,2210.0,NEFT,IN,IN,0,,normal,0
T000031676,2025-01-18 08:03:31,ACC001247,ACC001486,1970.0,UPI,IN,IN,0,,normal,0
T000031677,2025-01-18 08:04:52,ACC001153,ACC001286,97132.78,CARD,IN,IN,0,,normal,0
T000031678,2025-01-18 08:05:02,ACC000966,ACC000951,43600.0,UPI,IN,IN,0,,normal,0
T000031679,2025-01-18 08:05:13,ACC000050,ACC001274,1228.87,UPI,IN,IN,0,,normal,0
T000031680,2025-01-18 08:05:16,ACC000793,ACC001023,78000.0,CARD,IN,IN,0,,normal,0
T000031681,2025-01-18 08:07:10,ACC001018,ACC000108,12647.63,UPI,IN,IN,0,,normal,0
T000031682,2025-01-18 08:07:48,ACC001015,ACC000991,21643.51,IMPS,IN,IN,0,,normal,0
T000031683,2025-01-18 08:08:02,ACC001185,ACC000791,676.28,SWIFT,IN,CY,1,,normal,0
T000031684,2025-01-18 08:10:08,ACC000656,ACC000033,148963.64,RTGS,IN,IN,0,,normal,0
T000031685,2025-01-18 08:10:37,ACC000612,ACC000760,1760.08,UPI,IN,IN,0,,normal,0
T000031686,2025-01-18 08:10:47,ACC001185,ACC001254,2507.16,NEFT,IN,IN,0,,normal,0
T000031687,2025-01-18 08:10:54,ACC000167,ACC000035,13303.77,NEFT,IN,IN,0,,normal,0
T000031688,2025-01-18 08:11:29,ACC000840,ACC000716,29750.52,UPI,IN,IN,0,,normal,0
T000031689,2025-01-18 08:11:55,ACC000386,ACC000026,2787.7,NEFT,IN,IN,0,,normal,0
T000031690,2025-01-18 08:12:28,ACC001021,ACC000231,6392.8,IMPS,IN,IN,0,,normal,0
T000031691,2025-01-18 08:13:27,ACC000963,ACC000339,7461.85,IMPS,IN,IN,0,,normal,0
T000031692,2025-01-18 08:15:26,ACC001192,ACC000391,2677.93,UPI,IN,IN,0,,normal,0
T000031693,2025-01-18 08:16:10,ACC000771,ACC001208,2129.44,CARD,IN,IN,0,,normal,0
T000031694,2025-01-18 08:17:09,ACC001268,ACC000523,22682.97,IMPS,IN,IN,0,,normal,0
T000031695,2025-01-18 08:17:16,ACC001148,ACC000008,3458296.79,NEFT,IN,IN,0,,normal,0
T000031696,2025-01-18 08:21:25,ACC000078,ACC001455,60628.21,UPI,IN,IN,0,,normal,0
T000031697,2025-01-18 08:21:36,ACC000807,ACC001389,6452.57,IMPS,IN,IN,0,,normal,0
T000031698,2025-01-18 08:23:28,ACC001336,ACC000223,1990.0,UPI,IN,IN,0,,normal,0
T000031699,2025-01-18 08:24:28,ACC000602,ACC000873,17972.22,IMPS,IN,IN,0,,normal,0
T000031700,2025-01-18 08:24:40,ACC001032,ACC001072,982000.0,NEFT,IN,IN,0,,normal,0
T000031701,2025-01-18 08:25:19,ACC001365,ACC000322,23571.55,CARD,IN,IN,0,L000056,mule_network,1
T000031702,2025-01-18 08:25:27,ACC000008,ACC000432,340.0,UPI,IN,IN,0,,normal,0
T000031703,2025-01-18 08:29:41,ACC000338,ACC000865,820387.6,RTGS,IN,IN,0,,normal,0
T000031704,2025-01-18 08:29:55,ACC000840,ACC000108,27825.56,CARD,IN,IN,0,,normal,0
T000031705,2025-01-18 08:30:24,ACC000989,ACC000514,954.27,UPI,IN,IN,0,,normal,0
T000031706,2025-01-18 08:31:00,ACC000412,ACC000407,370.0,CARD,IN,IN,0,,normal,0
T000031707,2025-01-18 08:32:46,ACC000283,ACC001123,87000.0,CARD,IN,IN,0,,normal,0
T000031708,2025-01-18 08:33:12,ACC000398,ACC001398,1300.0,CARD,IN,IN,0,,normal,0
T000031709,2025-01-18 08:33:27,ACC000611,ACC001123,408000.0,NEFT,IN,IN,0,,normal,0
T000031710,2025-01-18 08:33:46,ACC000708,ACC000426,3344.16,NEFT,IN,IN,0,,normal,0
T000031711,2025-01-18 08:34:02,ACC000574,ACC000609,6000.0,CARD,IN,IN,0,,normal,0
T000031712,2025-01-18 08:36:26,ACC000443,ACC000039,6655.06,CARD,IN,IN,0,,normal,0
T000031713,2025-01-18 08:36:49,ACC001273,ACC000741,11994.72,CARD,IN,IN,0,,normal,0
T000031714,2025-01-18 08:37:54,ACC000062,ACC000487,10393.07,IMPS,IN,IN,0,,normal,0
T000031715,2025-01-18 08:38:29,ACC000188,ACC000036,26700.0,UPI,IN,IN,0,,normal,0
T000031716,2025-01-18 08:38:43,ACC001260,ACC000321,1073.64,UPI,IN,IN,0,,normal,0
T000031717,2025-01-18 08:38:51,ACC000636,ACC000712,1370.0,UPI,IN,IN,0,,normal,0
T000031718,2025-01-18 08:39:58,ACC000667,ACC000946,3955.91,UPI,IN,IN,0,,normal,0
T000031719,2025-01-18 08:43:24,ACC001237,ACC001010,10662.99,IMPS,IN,IN,0,,normal,0
T000031720,2025-01-18 08:43:52,ACC001249,ACC000426,530.0,UPI,IN,IN,0,,normal,0
T000031721,2025-01-18 08:45:34,ACC000145,ACC001364,35677.36,NEFT,IN,IN,0,,normal,0
T000031722,2025-01-18 08:47:28,ACC000116,ACC001486,610000.0,NEFT,IN,IN,0,,normal,0
T000031723,2025-01-18 08:47:54,ACC001084,ACC000161,4953.56,CARD,IN,IN,0,,normal,0
T000031724,2025-01-18 08:49:31,ACC000411,ACC000686,18153.9,UPI,IN,IN,0,,normal,0
T000031725,2025-01-18 08:50:12,ACC000547,ACC000338,3487.19,IMPS,IN,IN,0,,normal,0
T000031726,2025-01-18 08:50:13,ACC000512,ACC000621,1230.0,UPI,IN,IN,0,,normal,0
T000031727,2025-01-18 08:50:30,ACC001233,ACC000187,950.55,UPI,IN,IN,0,,normal,0
T000031728,2025-01-18 08:50:48,ACC000397,ACC000766,2060.0,CARD,IN,IN,0,,normal,0
T000031729,2025-01-18 08:51:11,ACC000888,ACC000391,1080.0,UPI,IN,IN,0,,normal,0
T000031730,2025-01-18 08:51:13,ACC000458,ACC001185,7900.0,NEFT,IN,IN,0,,normal,0
T000031731,2025-01-18 08:52:33,ACC000632,ACC000589,4881.32,UPI,IN,IN,0,,normal,0
T000031732,2025-01-18 08:54:18,ACC000311,ACC000158,65980.16,NEFT,IN,IN,0,,normal,0
T000031733,2025-01-18 08:54:20,ACC001197,ACC000140,89088.64,IMPS,IN,IN,0,L000064,fan_out,1
T000031734,2025-01-18 08:54:38,ACC000974,ACC000269,2874.55,CARD,IN,IN,0,,normal,0
T000031735,2025-01-18 08:55:25,ACC001268,ACC000036,161603.89,NEFT,IN,IN,0,,normal,0
T000031736,2025-01-18 08:57:16,ACC001167,ACC001262,6402.81,IMPS,IN,IN,0,,normal,0
T000031737,2025-01-18 08:57:39,ACC000082,ACC000101,4309192.79,WIRE,IN,IN,0,,normal,0
T000031738,2025-01-18 08:57:47,ACC000664,ACC001466,6100.0,NEFT,IN,IN,0,,normal,0
T000031739,2025-01-18 08:57:53,ACC000443,ACC001032,3600.0,IMPS,IN,IN,0,,normal,0
T000031740,2025-01-18 09:00:24,ACC000342,ACC000436,33043.51,IMPS,IN,IN,0,,normal,0
T000031741,2025-01-18 09:00:36,ACC001215,ACC000383,4578.55,CARD,IN,IN,0,,normal,0
T000031742,2025-01-18 09:01:11,ACC001132,ACC000673,1667.08,SWIFT,IN,CY,1,,normal,0
T000031743,2025-01-18 09:01:20,ACC001167,ACC000158,13200.0,IMPS,IN,IN,0,,normal,0
T000031744,2025-01-18 09:01:55,ACC000179,ACC000291,5792.16,IMPS,IN,IN,0,,normal,0
T000031745,2025-01-18 09:02:50,ACC000082,ACC001470,1635895.19,RTGS,IN,IN,0,,normal,0
T000031746,2025-01-18 09:03:14,ACC000333,ACC000701,8132.2,IMPS,IN,IN,0,,normal,0
T000031747,2025-01-18 09:03:29,ACC000873,ACC000985,4577566.35,RTGS,IN,IN,0,,normal,0
T000031748,2025-01-18 09:03:35,ACC000036,ACC000942,710.0,UPI,IN,IN,0,,normal,0
T000031749,2025-01-18 09:03:35,ACC000548,ACC000117,11725.73,UPI,IN,IN,0,,normal,0
T000031750,2025-01-18 09:03:46,ACC000320,ACC000281,614.36,UPI,IN,IN,0,,normal,0
T000031751,2025-01-18 09:04:16,ACC001285,ACC000012,32776.23,IMPS,IN,IN,0,B000003,payroll_fanout,0
T000031752,2025-01-18 09:04:18,ACC000810,ACC000859,650.0,CARD,IN,IN,0,,normal,0
T000031753,2025-01-18 09:04:43,ACC000222,ACC001324,7460.33,IMPS,IN,IN,0,,normal,0
T000031754,2025-01-18 09:04:57,ACC000287,ACC000723,3667.91,IMPS,IN,IN,0,,normal,0
T000031755,2025-01-18 09:05:29,ACC000436,ACC000713,1080.0,UPI,IN,IN,0,,normal,0
T000031756,2025-01-18 09:05:35,ACC000999,ACC000906,470000.0,NEFT,IN,IN,0,,normal,0
T000031757,2025-01-18 09:05:49,ACC000533,ACC000346,32790.18,NEFT,IN,IN,0,,normal,0
T000031758,2025-01-18 09:06:18,ACC000738,ACC000426,1075.15,UPI,IN,IN,0,,normal,0
T000031759,2025-01-18 09:06:20,ACC001483,ACC000558,2682.86,NEFT,IN,IN,0,,normal,0
T000031760,2025-01-18 09:06:46,ACC001357,ACC000265,1541.89,UPI,IN,IN,0,,normal,0
T000031761,2025-01-18 09:07:08,ACC000368,ACC000673,3530.0,SWIFT,IN,CY,1,,normal,0
T000031762,2025-01-18 09:07:24,ACC000963,ACC000648,1340.0,UPI,IN,IN,0,,normal,0
T000031763,2025-01-18 09:08:08,ACC001268,ACC001354,1228374.19,RTGS,IN,IN,0,,normal,0
T000031764,2025-01-18 09:08:12,ACC000291,ACC000712,324.83,CARD,IN,IN,0,,normal,0
T000031765,2025-01-18 09:08:14,ACC000667,ACC001277,20800.0,IMPS,IN,IN,0,,normal,0
T000031766,2025-01-18 09:08:28,ACC000107,ACC000226,2580.0,IMPS,IN,IN,0,,normal,0
T000031767,2025-01-18 09:08:42,ACC001455,ACC000148,694.21,UPI,IN,IN,0,,normal,0
T000031768,2025-01-18 09:08:57,ACC001012,ACC001407,12000.0,IMPS,IN,IN,0,,normal,0
T000031769,2025-01-18 09:09:39,ACC000346,ACC000151,440.0,UPI,IN,IN,0,,normal,0
T000031770,2025-01-18 09:10:34,ACC000078,ACC001029,72552.62,IMPS,IN,IN,0,B000022,payroll_fanout,0
T000031771,2025-01-18 09:10:49,ACC000500,ACC000185,917.94,CARD,IN,IN,0,,normal,0
T000031772,2025-01-18 09:11:02,ACC001047,ACC001036,90.0,UPI,IN,IN,0,,normal,0
T000031773,2025-01-18 09:11:12,ACC000137,ACC000469,292000.0,RTGS,IN,IN,0,,normal,0
T000031774,2025-01-18 09:11:18,ACC000933,ACC000973,414849.23,NEFT,IN,IN,0,,normal,0
T000031775,2025-01-18 09:11:32,ACC000817,ACC000930,2200.0,IMPS,IN,IN,0,,normal,0
T000031776,2025-01-18 09:11:33,ACC000989,ACC001320,6740.08,IMPS,IN,IN,0,,normal,0
T000031777,2025-01-18 09:12:08,ACC001155,ACC000291,1400.0,UPI,IN,IN,0,,normal,0
T000031778,2025-01-18 09:13:44,ACC001274,ACC000712,41158.37,IMPS,IN,IN,0,,normal,0
T000031779,2025-01-18 09:13:58,ACC001232,ACC000384,2241.75,CARD,IN,IN,0,,normal,0
T000031780,2025-01-18 09:14:10,ACC000699,ACC001320,10300.0,CARD,IN,IN,0,,normal,0
T000031781,2025-01-18 09:14:26,ACC000958,ACC001155,270000.0,NEFT,IN,IN,0,,normal,0
T000031782,2025-01-18 09:14:49,ACC001124,ACC000224,7700.0,IMPS,IN,IN,0,,normal,0
T000031783,2025-01-18 09:14:51,ACC000758,ACC000033,1890.0,UPI,IN,IN,0,,normal,0
T000031784,2025-01-18 09:15:38,ACC000618,ACC000362,118256.22,RTGS,IN,IN,0,L000092,mule_network,1
T000031785,2025-01-18 09:15:40,ACC000078,ACC000035,764916.3,RTGS,IN,IN,0,,normal,0
T000031786,2025-01-18 09:15:40,ACC001339,ACC000148,502.8,UPI,IN,IN,0,,normal,0
T000031787,2025-01-18 09:15:58,ACC000810,ACC000681,683.45,UPI,IN,IN,0,,normal,0
T000031788,2025-01-18 09:16:00,ACC001325,ACC000290,1747.76,UPI,IN,IN,0,,normal,0
T000031789,2025-01-18 09:17:27,ACC000397,ACC000888,4843.77,IMPS,IN,IN,0,,normal,0
T000031790,2025-01-18 09:17:30,ACC000182,ACC001389,87587.13,NEFT,IN,IN,0,,normal,0
T000031791,2025-01-18 09:17:58,ACC000062,ACC001263,18700.0,CARD,IN,IN,0,,normal,0
T000031792,2025-01-18 09:18:18,ACC001161,ACC000712,1804.59,UPI,IN,IN,0,,normal,0
T000031793,2025-01-18 09:18:33,ACC000333,ACC000967,3960.0,IMPS,IN,IN,0,,normal,0
T000031794,2025-01-18 09:19:08,ACC000082,ACC000777,20873.57,IMPS,IN,IN,0,,normal,0
T000031795,2025-01-18 09:19:35,ACC000681,ACC000928,248000.0,RTGS,IN,IN,0,,normal,0
T000031796,2025-01-18 09:19:44,ACC000352,ACC000670,2278.87,IMPS,IN,IN,0,,normal,0
T000031797,2025-01-18 09:20:04,ACC001148,ACC000881,2487341.01,NEFT,IN,IN,0,,normal,0
T000031798,2025-01-18 09:20:05,ACC000618,ACC000362,141000.0,NEFT,IN,IN,0,L000092,mule_network,1
T000031799,2025-01-18 09:22:07,ACC000168,ACC001079,1924.98,UPI,IN,IN,0,,normal,0
T000031800,2025-01-18 09:22:36,ACC000771,ACC001254,700.0,UPI,IN,IN,0,,normal,0
T000031801,2025-01-18 09:22:44,ACC000145,ACC000490,59022.69,UPI,IN,IN,0,,normal,0
T000031802,2025-01-18 09:22:45,ACC001354,ACC001407,389000.0,NEFT,IN,IN,0,,normal,0
T000031803,2025-01-18 09:23:28,ACC000368,ACC001226,3981.44,IMPS,IN,IN,0,,normal,0
T000031804,2025-01-18 09:24:00,ACC001012,ACC001407,17934.98,UPI,IN,IN,0,,normal,0
T000031805,2025-01-18 09:24:01,ACC001409,ACC000789,5607.9,NEFT,IN,IN,0,,normal,0
T000031806,2025-01-18 09:24:05,ACC000748,ACC001246,7166.09,NEFT,IN,IN,0,,normal,0
T000031807,2025-01-18 09:24:06,ACC000090,ACC000722,130735.58,RTGS,IN,IN,0,,normal,0
