sender,receiver,n_txns,total_amount,mean_amount,max_amount,n_laundering_txns,is_laundering_edge,lifespan_days,first_time,last_time
ACC000989,ACC000168,1,1150.0,1150.0,1150.0,0,0,0.0,2025-01-10 09:06:31,2025-01-10 09:06:31
ACC001358,ACC000946,2,2298.54,1149.27,1440.0,0,0,13.41,2025-01-10 09:07:25,2025-01-23 18:58:02
ACC000951,ACC000039,1,1444.64,1444.64,1444.64,0,0,0.0,2025-01-10 09:09:30,2025-01-10 09:09:30
ACC000861,ACC000963,3,2222491.59,740830.53,1821491.59,0,0,17.182,2025-01-10 09:09:37,2025-01-27 13:31:12
ACC000207,ACC001314,1,5405.86,5405.86,5405.86,0,0,0.0,2025-01-10 09:10:39,2025-01-10 09:10:39
ACC000236,ACC001229,1,1361.37,1361.37,1361.37,0,0,0.0,2025-01-10 09:11:42,2025-01-10 09:11:42
ACC001389,ACC000291,1,120.0,120.0,120.0,0,0,0.0,2025-01-10 09:11:45,2025-01-10 09:11:45
ACC000862,ACC000637,1,790.0,790.0,790.0,0,0,0.0,2025-01-10 09:13:44,2025-01-10 09:13:44
ACC000976,ACC001407,1,15792.79,15792.79,15792.79,0,0,0.0,2025-01-10 09:13:56,2025-01-10 09:13:56
ACC000399,ACC000681,1,814405.87,814405.87,814405.87,0,0,0.0,2025-01-10 09:14:12,2025-01-10 09:14:12
ACC001099,ACC001466,1,6577.0,6577.0,6577.0,0,0,0.0,2025-01-10 09:15:02,2025-01-10 09:15:02
ACC000991,ACC000291,1,3279.0,3279.0,3279.0,0,0,0.0,2025-01-10 09:15:32,2025-01-10 09:15:32
ACC001197,ACC000041,1,195000.0,195000.0,195000.0,0,0,0.0,2025-01-10 09:15:53,2025-01-10 09:15:53
ACC000333,ACC001143,1,1206.34,1206.34,1206.34,0,0,0.0,2025-01-10 09:16:13,2025-01-10 09:16:13
ACC000828,ACC000309,4,107813.05,26953.26,35212.24,0,0,15.256,2025-01-10 09:16:36,2025-01-25 15:25:27
ACC000564,ACC000036,1,218000.0,218000.0,218000.0,0,0,0.0,2025-01-10 09:17:01,2025-01-10 09:17:01
ACC000338,ACC000969,1,83864.72,83864.72,83864.72,0,0,0.0,2025-01-10 09:18:05,2025-01-10 09:18:05
ACC000941,ACC001167,1,7730.57,7730.57,7730.57,0,0,0.0,2025-01-10 09:18:05,2025-01-10 09:18:05
ACC000824,ACC001153,3,26794.53,8931.51,14238.51,0,0,19.213,2025-01-10 09:18:08,2025-01-29 14:25:02
ACC001458,ACC000248,3,16281.5,5427.17,9100.0,0,0,15.159,2025-01-10 09:21:19,2025-01-25 13:10:55
ACC000440,ACC000716,1,1870.0,1870.0,1870.0,0,0,0.0,2025-01-10 09:23:07,2025-01-10 09:23:07
ACC000958,ACC000035,1,637037.54,637037.54,637037.54,0,0,0.0,2025-01-10 09:23:34,2025-01-10 09:23:34
ACC001032,ACC001072,2,1255925.94,627962.97,982000.0,0,0,7.958,2025-01-10 09:25:47,2025-01-18 08:24:40
ACC000333,ACC000535,1,3870.0,3870.0,3870.0,0,0,0.0,2025-01-10 09:25:56,2025-01-10 09:25:56
ACC000384,ACC001170,1,2117.35,2117.35,2117.35,0,0,0.0,2025-01-10 09:26:19,2025-01-10 09:26:19
ACC000185,ACC001486,4,1288.37,322.09,410.0,0,0,8.378,2025-01-10 09:27:22,2025-01-18 18:32:07
ACC001408,ACC000151,2,4494.05,2247.02,4250.0,0,0,17.215,2025-01-10 09:28:28,2025-01-27 14:38:36
ACC001024,ACC001486,1,862.33,862.33,862.33,0,0,0.0,2025-01-10 09:29:25,2025-01-10 09:29:25
ACC001234,ACC001213,1,3870.0,3870.0,3870.0,0,0,0.0,2025-01-10 09:30:04,2025-01-10 09:30:04
ACC000146,ACC001320,1,64476.76,64476.76,64476.76,0,0,0.0,2025-01-10 09:32:35,2025-01-10 09:32:35
ACC000062,ACC001160,4,46534.23,11633.56,23900.0,0,0,19.328,2025-01-10 09:33:37,2025-01-29 17:26:26
ACC001010,ACC000114,7,24536.37,3505.2,5500.0,0,0,19.677,2025-01-10 09:34:56,2025-01-30 01:50:23
ACC001262,ACC000970,1,1574.02,1574.02,1574.02,0,0,0.0,2025-01-10 09:36:31,2025-01-10 09:36:31
ACC000965,ACC000919,1,386.72,386.72,386.72,0,0,0.0,2025-01-10 09:39:58,2025-01-10 09:39:58
ACC001395,ACC000033,1,186904.48,186904.48,186904.48,0,0,0.0,2025-01-10 09:41:18,2025-01-10 09:41:18
ACC000885,ACC000291,2,2690.0,1345.0,2450.0,0,0,3.083,2025-01-10 09:43:03,2025-01-13 11:42:53
ACC000181,ACC000236,3,13067.87,4355.96,8441.76,0,0,15.133,2025-01-10 09:43:18,2025-01-25 12:54:07
ACC000518,ACC000596,2,3248.92,1624.46,2210.0,0,0,17.172,2025-01-10 09:44:21,2025-01-27 13:52:19
ACC001158,ACC001254,1,4934.54,4934.54,4934.54,0,0,0.0,2025-01-10 09:45:01,2025-01-10 09:45:01
ACC001278,ACC001241,4,173500.0,43375.0,80000.0,0,0,19.462,2025-01-10 09:46:56,2025-01-29 20:52:16
ACC000352,ACC000758,1,5261.55,5261.55,5261.55,0,0,0.0,2025-01-10 09:47:45,2025-01-10 09:47:45
ACC001390,ACC000188,1,47925.1,47925.1,47925.1,0,0,0.0,2025-01-10 09:48:36,2025-01-10 09:48:36
ACC000339,ACC001368,1,8200.0,8200.0,8200.0,0,0,0.0,2025-01-10 09:49:40,2025-01-10 09:49:40
ACC000705,ACC001080,1,2125.14,2125.14,2125.14,0,0,0.0,2025-01-10 09:50:29,2025-01-10 09:50:29
ACC001432,ACC000084,3,1450.67,483.56,820.0,0,0,18.023,2025-01-10 09:51:21,2025-01-28 10:24:18
ACC001234,ACC000500,4,35694.35,8923.59,17551.15,0,0,20.062,2025-01-10 09:51:38,2025-01-30 11:21:06
ACC000396,ACC001389,1,838.63,838.63,838.63,0,0,0.0,2025-01-10 09:51:45,2025-01-10 09:51:45
ACC000544,ACC000050,1,10800.0,10800.0,10800.0,0,0,0.0,2025-01-10 09:55:01,2025-01-10 09:55:01
ACC001080,ACC001277,1,108017.7,108017.7,108017.7,0,0,0.0,2025-01-10 09:56:27,2025-01-10 09:56:27
ACC000542,ACC000239,1,66000.0,66000.0,66000.0,0,0,0.0,2025-01-10 09:56:55,2025-01-10 09:56:55
ACC001206,ACC001320,1,3630.0,3630.0,3630.0,0,0,0.0,2025-01-10 09:57:47,2025-01-10 09:57:47
ACC000877,ACC001262,4,81944.73,20486.18,55000.0,0,0,20.011,2025-01-10 09:57:53,2025-01-30 10:13:40
ACC001203,ACC001325,1,320.0,320.0,320.0,0,0,0.0,2025-01-10 09:59:07,2025-01-10 09:59:07
ACC001226,ACC000273,1,693829.65,693829.65,693829.65,0,0,0.0,2025-01-10 10:00:03,2025-01-10 10:00:03
ACC000600,ACC001178,1,12300.0,12300.0,12300.0,0,0,0.0,2025-01-10 10:02:02,2025-01-10 10:02:02
ACC000417,ACC001363,1,6292.72,6292.72,6292.72,0,0,0.0,2025-01-10 10:03:37,2025-01-10 10:03:37
ACC000134,ACC000339,2,7368.35,3684.18,3900.0,0,0,6.271,2025-01-10 10:05:57,2025-01-16 16:36:11
ACC000411,ACC000436,1,116296.52,116296.52,116296.52,0,0,0.0,2025-01-10 10:07:40,2025-01-10 10:07:40
ACC000078,ACC001486,2,13663.05,6831.52,8342.97,0,0,2.279,2025-01-10 10:08:15,2025-01-12 16:49:27
ACC001090,ACC000117,1,4807.61,4807.61,4807.61,0,0,0.0,2025-01-10 10:09:30,2025-01-10 10:09:30
ACC000891,ACC000114,1,2417.02,2417.02,2417.02,0,0,0.0,2025-01-10 10:09:32,2025-01-10 10:09:32
ACC000402,ACC000539,2,3032.32,1516.16,1722.44,0,0,14.114,2025-01-10 10:10:01,2025-01-24 12:53:42
ACC000352,ACC001038,1,1516.53,1516.53,1516.53,0,0,0.0,2025-01-10 10:10:17,2025-01-10 10:10:17
ACC000371,ACC000164,1,5066.36,5066.36,5066.36,0,0,0.0,2025-01-10 10:11:02,2025-01-10 10:11:02
ACC000246,ACC001477,1,166252.48,166252.48,166252.48,0,0,0.0,2025-01-10 10:12:17,2025-01-10 10:12:17
ACC001348,ACC000963,1,44755.66,44755.66,44755.66,0,0,0.0,2025-01-10 10:13:43,2025-01-10 10:13:43
ACC001350,ACC001187,2,6825.66,3412.83,6705.66,0,0,12.41,2025-01-10 10:13:53,2025-01-22 20:04:23
ACC001470,ACC000562,1,850.0,850.0,850.0,0,0,0.0,2025-01-10 10:14:20,2025-01-10 10:14:20
ACC000370,ACC000291,8,17604871.66,2200608.96,10410198.79,0,0,19.006,2025-01-10 10:14:54,2025-01-29 10:22:55
ACC000147,ACC001081,1,200.0,200.0,200.0,0,0,0.0,2025-01-10 10:17:37,2025-01-10 10:17:37
ACC000873,ACC001059,1,1175707.14,1175707.14,1175707.14,0,0,0.0,2025-01-10 10:17:54,2025-01-10 10:17:54
ACC001148,ACC001079,2,2070898.74,1035449.37,1128392.33,0,0,3.182,2025-01-10 10:17:54,2025-01-13 14:40:07
ACC000383,ACC000722,4,17347.12,4336.78,13200.0,0,0,18.179,2025-01-10 10:18:05,2025-01-28 14:35:51
ACC000964,ACC001407,1,1674.87,1674.87,1674.87,0,0,0.0,2025-01-10 10:18:56,2025-01-10 10:18:56
ACC000649,ACC000969,2,34630.0,17315.0,33700.0,0,0,20.128,2025-01-10 10:20:10,2025-01-30 13:24:46
ACC001409,ACC001079,1,5300.0,5300.0,5300.0,0,0,0.0,2025-01-10 10:20:39,2025-01-10 10:20:39
ACC001119,ACC000636,1,1910.0,1910.0,1910.0,0,0,0.0,2025-01-10 10:20:45,2025-01-10 10:20:45
ACC001081,ACC000391,1,4022.36,4022.36,4022.36,0,0,0.0,2025-01-10 10:21:59,2025-01-10 10:21:59
ACC000068,ACC000168,1,4860.81,4860.81,4860.81,0,0,0.0,2025-01-10 10:22:17,2025-01-10 10:22:17
ACC000044,ACC000995,1,1436877.06,1436877.06,1436877.06,0,0,0.0,2025-01-10 10:23:29,2025-01-10 10:23:29
ACC000494,ACC000431,1,2713.67,2713.67,2713.67,0,0,0.0,2025-01-10 10:24:15,2025-01-10 10:24:15
ACC000067,ACC001259,1,247789.21,247789.21,247789.21,0,0,0.0,2025-01-10 10:25:47,2025-01-10 10:25:47
ACC000737,ACC000963,1,882.73,882.73,882.73,0,0,0.0,2025-01-10 10:25:59,2025-01-10 10:25:59
ACC000442,ACC000187,3,12854.77,4284.92,5202.17,0,0,15.075,2025-01-10 10:26:25,2025-01-25 12:14:55
ACC001389,ACC000333,5,16801.38,3360.28,12210.46,0,0,18.073,2025-01-10 10:27:55,2025-01-28 12:13:45
ACC001201,ACC000919,3,13969.54,4656.51,12239.54,0,0,18.674,2025-01-10 10:28:02,2025-01-29 02:38:37
ACC000389,ACC001164,1,1900.87,1900.87,1900.87,0,0,0.0,2025-01-10 10:29:17,2025-01-10 10:29:17
ACC000440,ACC000246,3,23641.27,7880.42,20261.27,0,0,15.352,2025-01-10 10:29:34,2025-01-25 18:56:24
ACC001256,ACC000681,2,3816.69,1908.34,2620.0,0,0,0.898,2025-01-10 10:29:43,2025-01-11 08:03:17
ACC001293,ACC000705,1,67495.47,67495.47,67495.47,0,0,0.0,2025-01-10 10:30:43,2025-01-10 10:30:43
ACC000829,ACC001469,2,12125.75,6062.88,8400.0,0,0,14.368,2025-01-10 10:32:38,2025-01-24 19:22:21
ACC001232,ACC000963,2,52921.86,26460.93,28000.0,0,0,8.179,2025-01-10 10:34:49,2025-01-18 14:52:47
ACC001100,ACC000260,3,5886.2,1962.07,3820.0,0,0,19.115,2025-01-10 10:34:58,2025-01-29 13:20:21
ACC000707,ACC001428,2,3767.7,1883.85,2724.31,0,0,10.099,2025-01-10 10:35:05,2025-01-20 12:57:14
ACC001407,ACC000793,7,21490.39,3070.06,4709.62,0,0,20.255,2025-01-10 10:35:56,2025-01-30 16:43:13
ACC000782,ACC000191,1,90430.15,90430.15,90430.15,1,1,0.0,2025-01-10 10:36:03,2025-01-10 10:36:03
ACC001354,ACC000548,2,50489.17,25244.58,30192.85,0,0,10.9,2025-01-10 10:36:35,2025-01-21 08:12:11
ACC000843,ACC001455,1,3309.11,3309.11,3309.11,0,0,0.0,2025-01-10 10:38:50,2025-01-10 10:38:50
ACC000773,ACC000082,1,1550.69,1550.69,1550.69,0,0,0.0,2025-01-10 10:40:00,2025-01-10 10:40:00
ACC000384,ACC000291,1,1233.9,1233.9,1233.9,0,0,0.0,2025-01-10 10:41:34,2025-01-10 10:41:34
ACC001067,ACC000220,1,4635.84,4635.84,4635.84,0,0,0.0,2025-01-10 10:42:28,2025-01-10 10:42:28
ACC001240,ACC000548,1,8600.0,8600.0,8600.0,0,0,0.0,2025-01-10 10:42:32,2025-01-10 10:42:32
ACC001185,ACC000708,10,55096.98,5509.7,11643.53,0,0,20.321,2025-01-10 10:42:52,2025-01-30 18:25:43
ACC000396,ACC000839,1,850.0,850.0,850.0,0,0,0.0,2025-01-10 10:43:03,2025-01-10 10:43:03
ACC001299,ACC000236,1,4135023.22,4135023.22,4135023.22,0,0,0.0,2025-01-10 10:45:27,2025-01-10 10:45:27
ACC001424,ACC000227,1,759.95,759.95,759.95,0,0,0.0,2025-01-10 10:45:45,2025-01-10 10:45:45
ACC000454,ACC001434,1,4100.0,4100.0,4100.0,1,1,0.0,2025-01-10 10:46:44,2025-01-10 10:46:44
ACC001191,ACC001010,1,800.0,800.0,800.0,0,0,0.0,2025-01-10 10:47:15,2025-01-10 10:47:15
ACC000673,ACC000185,1,384806.1,384806.1,384806.1,0,0,0.0,2025-01-10 10:47:19,2025-01-10 10:47:19
ACC000560,ACC000995,1,2846.86,2846.86,2846.86,0,0,0.0,2025-01-10 10:47:42,2025-01-10 10:47:42
ACC001420,ACC000356,1,3694.25,3694.25,3694.25,0,0,0.0,2025-01-10 10:48:12,2025-01-10 10:48:12
ACC001148,ACC001121,1,234788.48,234788.48,234788.48,0,0,0.0,2025-01-10 10:49:10,2025-01-10 10:49:10
ACC001476,ACC000339,2,22583.84,11291.92,16576.49,0,0,9.181,2025-01-10 10:49:41,2025-01-19 15:09:43
ACC001030,ACC001241,1,1220.68,1220.68,1220.68,0,0,0.0,2025-01-10 10:50:58,2025-01-10 10:50:58
ACC001300,ACC000165,1,288000.0,288000.0,288000.0,0,0,0.0,2025-01-10 10:51:38,2025-01-10 10:51:38
ACC000212,ACC000436,1,7025.67,7025.67,7025.67,0,0,0.0,2025-01-10 10:51:59,2025-01-10 10:51:59
ACC000329,ACC000500,4,115524.23,28881.06,97000.0,0,0,19.142,2025-01-10 10:52:14,2025-01-29 14:16:15
ACC000320,ACC000810,2,786.98,393.49,622.52,0,0,13.284,2025-01-10 10:53:20,2025-01-23 17:42:00
ACC000463,ACC001178,3,68880.83,22960.28,48224.57,0,0,15.156,2025-01-10 10:53:58,2025-01-25 14:38:52
ACC000451,ACC000339,2,7803.35,3901.68,4497.5,0,0,8.915,2025-01-10 10:54:06,2025-01-19 08:51:10
ACC000485,ACC001010,1,5500.0,5500.0,5500.0,0,0,0.0,2025-01-10 10:54:29,2025-01-10 10:54:29
ACC000120,ACC000338,5,13232.65,2646.53,5475.25,0,0,16.849,2025-01-10 10:57:09,2025-01-27 07:19:08
ACC000599,ACC000168,3,8790.16,2930.05,6144.09,0,0,6.165,2025-01-10 10:57:18,2025-01-16 14:54:18
ACC001229,ACC001469,1,1927228.67,1927228.67,1927228.67,0,0,0.0,2025-01-10 10:58:25,2025-01-10 10:58:25
ACC000082,ACC000239,1,1929874.03,1929874.03,1929874.03,0,0,0.0,2025-01-10 10:59:07,2025-01-10 10:59:07
ACC000708,ACC001455,4,141087.79,35271.95,69783.49,0,0,13.124,2025-01-10 10:59:08,2025-01-23 13:57:36
ACC001217,ACC000906,5,40502.81,8100.56,28225.6,0,0,19.185,2025-01-10 10:59:27,2025-01-29 15:25:51
ACC000244,ACC000488,1,24765.12,24765.12,24765.12,0,0,0.0,2025-01-10 11:00:12,2025-01-10 11:00:12
ACC000787,ACC000942,2,3376.93,1688.46,1714.15,0,0,10.063,2025-01-10 11:01:50,2025-01-20 12:31:52
ACC000016,ACC000657,1,5256.06,5256.06,5256.06,0,0,0.0,2025-01-10 11:01:51,2025-01-10 11:01:51
ACC000269,ACC000078,1,172.75,172.75,172.75,0,0,0.0,2025-01-10 11:02:08,2025-01-10 11:02:08
ACC000290,ACC000765,1,14100.0,14100.0,14100.0,0,0,0.0,2025-01-10 11:02:10,2025-01-10 11:02:10
ACC001012,ACC001262,1,24700.0,24700.0,24700.0,0,0,0.0,2025-01-10 11:02:20,2025-01-10 11:02:20
ACC000782,ACC000359,1,112000.0,112000.0,112000.0,1,1,0.0,2025-01-10 11:05:04,2025-01-10 11:05:04
ACC000423,ACC000150,1,1144.99,1144.99,1144.99,0,0,0.0,2025-01-10 11:05:33,2025-01-10 11:05:33
ACC000915,ACC000713,1,1636.27,1636.27,1636.27,0,0,0.0,2025-01-10 11:06:40,2025-01-10 11:06:40
ACC000824,ACC001262,1,35000.0,35000.0,35000.0,0,0,0.0,2025-01-10 11:07:01,2025-01-10 11:07:01
ACC001161,ACC000464,1,17345.95,17345.95,17345.95,0,0,0.0,2025-01-10 11:10:04,2025-01-10 11:10:04
ACC000568,ACC001185,3,28653.4,9551.13,23379.33,0,0,1.985,2025-01-10 11:10:37,2025-01-12 10:49:31
ACC000714,ACC000338,1,38700.0,38700.0,38700.0,0,0,0.0,2025-01-10 11:11:05,2025-01-10 11:11:05
ACC000442,ACC000995,2,1344.49,672.24,840.0,0,0,5.053,2025-01-10 11:12:11,2025-01-15 12:28:46
ACC000314,ACC000762,3,110511.25,36837.08,81635.03,0,0,15.982,2025-01-10 11:12:51,2025-01-26 10:46:18
ACC000974,ACC000239,1,1231.41,1231.41,1231.41,0,0,0.0,2025-01-10 11:13:54,2025-01-10 11:13:54
ACC001023,ACC001466,3,1126015.34,375338.45,806064.25,0,0,18.141,2025-01-10 11:17:04,2025-01-28 14:39:56
ACC001460,ACC000311,2,18733.35,9366.67,17413.35,0,0,2.162,2025-01-10 11:17:08,2025-01-12 15:10:10
ACC000859,ACC000796,7,44140.56,6305.79,20400.0,0,0,20.018,2025-01-10 11:17:37,2025-01-30 11:43:00
ACC000055,ACC000472,1,498.57,498.57,498.57,0,0,0.0,2025-01-10 11:17:48,2025-01-10 11:17:48
ACC000822,ACC000239,1,3610.0,3610.0,3610.0,0,0,0.0,2025-01-10 11:21:51,2025-01-10 11:21:51
ACC000171,ACC001477,3,57853.53,19284.51,32585.12,0,0,16.004,2025-01-10 11:23:03,2025-01-26 11:28:35
ACC000424,ACC000423,1,685368.74,685368.74,685368.74,0,0,0.0,2025-01-10 11:24:25,2025-01-10 11:24:25
ACC001221,ACC000691,1,1760.0,1760.0,1760.0,0,0,0.0,2025-01-10 11:24:57,2025-01-10 11:24:57
ACC001046,ACC000067,1,700.0,700.0,700.0,0,0,0.0,2025-01-10 11:25:09,2025-01-10 11:25:09
ACC001153,ACC001160,1,10772000.0,10772000.0,10772000.0,0,0,0.0,2025-01-10 11:25:28,2025-01-10 11:25:28
ACC000611,ACC000668,1,685343.0,685343.0,685343.0,0,0,0.0,2025-01-10 11:26:28,2025-01-10 11:26:28
ACC001292,ACC000269,1,62741.86,62741.86,62741.86,0,0,0.0,2025-01-10 11:27:01,2025-01-10 11:27:01
ACC000175,ACC000339,1,923.17,923.17,923.17,0,0,0.0,2025-01-10 11:27:54,2025-01-10 11:27:54
ACC000151,ACC000791,1,100.0,100.0,100.0,0,0,0.0,2025-01-10 11:29:45,2025-01-10 11:29:45
ACC000687,ACC000379,1,322.6,322.6,322.6,0,0,0.0,2025-01-10 11:30:43,2025-01-10 11:30:43
ACC001404,ACC001387,1,1210.73,1210.73,1210.73,0,0,0.0,2025-01-10 11:30:44,2025-01-10 11:30:44
ACC000781,ACC000339,5,226291.33,45258.27,95795.57,0,0,17.01,2025-01-10 11:32:01,2025-01-27 11:46:12
ACC000616,ACC001255,1,940.0,940.0,940.0,0,0,0.0,2025-01-10 11:32:22,2025-01-10 11:32:22
ACC001147,ACC000268,2,19249.32,9624.66,15264.66,0,0,9.047,2025-01-10 11:32:29,2025-01-19 12:40:29
ACC000856,ACC000341,1,7400.0,7400.0,7400.0,0,0,0.0,2025-01-10 11:33:46,2025-01-10 11:33:46
ACC001384,ACC001407,1,1400.0,1400.0,1400.0,0,0,0.0,2025-01-10 11:34:04,2025-01-10 11:34:04
ACC001177,ACC000432,1,1209.08,1209.08,1209.08,0,0,0.0,2025-01-10 11:34:12,2025-01-10 11:34:12
ACC000712,ACC001274,3,7977.56,2659.19,3807.33,0,0,15.162,2025-01-10 11:35:14,2025-01-25 15:28:22
ACC001171,ACC000783,1,24000.0,24000.0,24000.0,0,0,0.0,2025-01-10 11:35:26,2025-01-10 11:35:26
ACC001208,ACC000952,1,10551.6,10551.6,10551.6,0,0,0.0,2025-01-10 11:35:27,2025-01-10 11:35:27
ACC000408,ACC000092,2,2700.0,1350.0,1450.0,0,0,8.976,2025-01-10 11:36:42,2025-01-19 11:01:59
ACC000463,ACC000027,4,218627.2,54656.8,122527.36,0,0,19.186,2025-01-10 11:36:53,2025-01-29 16:05:16
ACC000417,ACC000344,1,1232.91,1232.91,1232.91,0,0,0.0,2025-01-10 11:37:03,2025-01-10 11:37:03
ACC000137,ACC001291,1,347592.13,347592.13,347592.13,0,0,0.0,2025-01-10 11:37:49,2025-01-10 11:37:49
ACC001081,ACC000111,1,1638.77,1638.77,1638.77,0,0,0.0,2025-01-10 11:38:07,2025-01-10 11:38:07
ACC001387,ACC001329,1,1124.79,1124.79,1124.79,0,0,0.0,2025-01-10 11:38:07,2025-01-10 11:38:07
ACC001352,ACC001254,1,469.75,469.75,469.75,0,0,0.0,2025-01-10 11:38:53,2025-01-10 11:38:53
ACC000146,ACC000552,4,1234275.59,308568.9,518000.0,0,0,20.398,2025-01-10 11:39:17,2025-01-30 21:12:55
ACC000596,ACC000202,2,5535.78,2767.89,4135.78,0,0,12.156,2025-01-10 11:39:21,2025-01-22 15:23:34
ACC000038,ACC001369,1,9576.67,9576.67,9576.67,0,0,0.0,2025-01-10 11:39:25,2025-01-10 11:39:25
ACC001193,ACC000667,1,3480.0,3480.0,3480.0,0,0,0.0,2025-01-10 11:41:55,2025-01-10 11:41:55
ACC001120,ACC001389,1,2953.38,2953.38,2953.38,0,0,0.0,2025-01-10 11:42:04,2025-01-10 11:42:04
ACC000407,ACC000848,2,53273.77,26636.88,47615.55,0,0,0.215,2025-01-10 11:42:19,2025-01-10 16:52:35
ACC000691,ACC001354,1,1248.03,1248.03,1248.03,0,0,0.0,2025-01-10 11:43:12,2025-01-10 11:43:12
ACC001374,ACC000454,1,20887.3,20887.3,20887.3,0,0,0.0,2025-01-10 11:43:14,2025-01-10 11:43:14
ACC001024,ACC000999,1,440.56,440.56,440.56,0,0,0.0,2025-01-10 11:44:15,2025-01-10 11:44:15
ACC000738,ACC001150,1,4828.18,4828.18,4828.18,0,0,0.0,2025-01-10 11:45:05,2025-01-10 11:45:05
ACC000202,ACC000244,2,195008.72,97504.36,188976.29,0,0,15.033,2025-01-10 11:46:06,2025-01-25 12:33:08
ACC000861,ACC000346,2,424792.49,212396.24,377792.49,0,0,11.234,2025-01-10 11:46:40,2025-01-21 17:23:20
ACC000385,ACC000791,3,15741.24,5247.08,9295.89,0,0,16.81,2025-01-10 11:46:41,2025-01-27 07:13:29
ACC001069,ACC001241,1,2237.14,2237.14,2237.14,0,0,0.0,2025-01-10 11:46:47,2025-01-10 11:46:47
ACC000659,ACC000384,1,8385.96,8385.96,8385.96,0,0,0.0,2025-01-10 11:47:07,2025-01-10 11:47:07
ACC000124,ACC000648,1,7375.13,7375.13,7375.13,0,0,0.0,2025-01-10 11:48:22,2025-01-10 11:48:22
ACC000305,ACC000158,1,57406.03,57406.03,57406.03,0,0,0.0,2025-01-10 11:48:26,2025-01-10 11:48:26
ACC001215,ACC000637,2,7928.27,3964.14,6251.46,0,0,12.031,2025-01-10 11:48:44,2025-01-22 12:33:55
ACC000039,ACC000117,1,640.0,640.0,640.0,0,0,0.0,2025-01-10 11:49:20,2025-01-10 11:49:20
ACC001249,ACC000017,1,2460.0,2460.0,2460.0,0,0,0.0,2025-01-10 11:49:39,2025-01-10 11:49:39
ACC000913,ACC001362,1,6790.72,6790.72,6790.72,0,0,0.0,2025-01-10 11:50:17,2025-01-10 11:50:17
ACC001253,ACC001274,2,17213.47,8606.74,9300.0,0,0,4.17,2025-01-10 11:50:50,2025-01-14 15:55:53
ACC000441,ACC001339,1,10900.0,10900.0,10900.0,0,0,0.0,2025-01-10 11:51:51,2025-01-10 11:51:51
ACC000772,ACC001160,1,2797.24,2797.24,2797.24,0,0,0.0,2025-01-10 11:52:08,2025-01-10 11:52:08
ACC001128,ACC000699,1,5919.8,5919.8,5919.8,0,0,0.0,2025-01-10 11:52:10,2025-01-10 11:52:10
ACC001451,ACC001276,1,875.77,875.77,875.77,0,0,0.0,2025-01-10 11:53:51,2025-01-10 11:53:51
ACC000533,ACC001466,1,57000.0,57000.0,57000.0,0,0,0.0,2025-01-10 11:54:13,2025-01-10 11:54:13
ACC000223,ACC000595,1,1069.63,1069.63,1069.63,0,0,0.0,2025-01-10 11:54:47,2025-01-10 11:54:47
ACC000920,ACC000265,2,1190.17,595.08,765.67,0,0,10.315,2025-01-10 11:55:58,2025-01-20 19:30:00
ACC000168,ACC001175,1,1362.32,1362.32,1362.32,0,0,0.0,2025-01-10 11:57:30,2025-01-10 11:57:30
ACC001077,ACC000161,2,500.0,250.0,410.0,0,0,13.714,2025-01-10 11:58:09,2025-01-24 05:06:32
ACC000620,ACC000426,1,13500.0,13500.0,13500.0,0,0,0.0,2025-01-10 11:58:21,2025-01-10 11:58:21
ACC001075,ACC000811,2,36741.17,18370.58,27295.32,0,0,17.287,2025-01-10 11:58:34,2025-01-27 18:51:34
ACC000919,ACC000564,3,9300.51,3100.17,5700.0,0,0,7.14,2025-01-10 11:59:22,2025-01-17 15:21:35
ACC000989,ACC000712,1,2098.24,2098.24,2098.24,0,0,0.0,2025-01-10 12:00:18,2025-01-10 12:00:18
ACC001268,ACC000864,1,571000.0,571000.0,571000.0,0,0,0.0,2025-01-10 12:00:22,2025-01-10 12:00:22
ACC001161,ACC001038,3,128111.43,42703.81,87664.88,0,0,16.932,2025-01-10 12:00:43,2025-01-27 10:22:31
ACC000756,ACC000654,1,2884.32,2884.32,2884.32,0,0,0.0,2025-01-10 12:01:11,2025-01-10 12:01:11
ACC001470,ACC000188,6,28454.82,4742.47,11192.26,0,0,19.963,2025-01-10 12:02:49,2025-01-30 11:09:08
ACC001130,ACC001092,1,9600.0,9600.0,9600.0,0,0,0.0,2025-01-10 12:03:42,2025-01-10 12:03:42
ACC000290,ACC000291,4,383456.54,95864.14,222054.81,0,0,18.954,2025-01-10 12:04:26,2025-01-29 10:58:20
ACC000454,ACC000635,1,5434.85,5434.85,5434.85,1,1,0.0,2025-01-10 12:04:49,2025-01-10 12:04:49
ACC000368,ACC001081,1,3594.69,3594.69,3594.69,0,0,0.0,2025-01-10 12:04:54,2025-01-10 12:04:54
ACC001259,ACC000774,1,165200.51,165200.51,165200.51,0,0,0.0,2025-01-10 12:05:05,2025-01-10 12:05:05
ACC001228,ACC000120,1,366917.68,366917.68,366917.68,0,0,0.0,2025-01-10 12:06:57,2025-01-10 12:06:57
ACC000230,ACC000668,1,12800.0,12800.0,12800.0,0,0,0.0,2025-01-10 12:08:18,2025-01-10 12:08:18
ACC001369,ACC001364,1,670.19,670.19,670.19,0,0,0.0,2025-01-10 12:10:39,2025-01-10 12:10:39
